Al,As,Ba,bc,Br,Ca,Cl,Cr,Cu,Fe,K,Mn,Ni,Pb,S,Se,Si,Ti,V,Zn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0.0251,8e-4,0,0
0,0,0,0,0,0,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249,6e-4,0,0
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184,0,0,0
0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0
0.0143,0,0,0,0,0.0127,0,0,0,0,0,0,0,0,0,0,0.014,6e-4,0,0
0,0,0,0,0,0,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0108,0,0,0,0,0,6e-4,0,0,0.0258,0,0,0,0.001,0,0,0.0246,5e-4,0,0.002
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,3e-4,0,0
0.0183,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0,0,0,7e-4,0,0
0,0,0,0,0,0,0,0,0,0.0261,0,0,0,0,0,0,0,6e-4,0,0
0,0,0,0,0,0.0144,0,0,0,0.0147,0,0,0,0,0,0,0,7e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0197,0,0,0,0,0,0,0,0,0.0274,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0.0255,0.0011,0,0
0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0.0097,0.001,0,0
0,0,0,0,0,0,0,0,0,0.0206,0,0,0,0,0,0,0.0237,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0089,0,0,0,0.0165,0,0,0,0,0,0,0.0126,6e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0
0,0,0,0,0,0.014,0,0,0,0.0172,0,0,0,0,0,0,0,6e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0142,0,0,0,0,0,0,0,0,0,0,0.0184,0.001,0,0
0,0,0,0.26753507,0,0.0044,0,0,0,0.0052,0.0016,0,0,0.0014,0.0016,0,0,0.001,0,0
0.02,0,0,0,0,0,0,0,0,0.0224,0,0,0,0,0,0,0.0254,8e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0.0108,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0
0.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,6e-4,0,0
0,0,0,0,0,0.0087,0,0,0,0.0168,0,0,0,0,0,0,0.0145,0,0,0.0029
0,0,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.15485201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0.0012,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0174,0,0,0.1927066,0,0.0107,0,0,0,0.0197,0,0,0,0,0,0,0.0134,0,0,0
0.017,0,0,0.21822951,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0
0,0,0,0,0,0.0147,3e-4,0,0,0,0,0,0,0,0,0,0,9e-4,0,0
0,0,0,0.24823681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.01,4e-4,0,0,0.0274,0,0,0,0.0014,0,0,0,0.0011,0,0.0012
0.0087,0,0,0,0,0.0147,0,0,0,0,0,0,0,0,0,0,0,8e-4,0,0
0,0,0,0,0,0,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0192,0,0,0,0,0,0,0,0,0.0264,0,0,0,0,0,0,0,9e-4,0,0
0,0,0,0,0,0,0,0,0,0.0198,0,0,0,0,0,0,0,0.0011,0,0
0,0,0,0.24000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0,0
0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0188,0,0,0.26898576,0,0.014,5e-4,0,0,0.0266,0,0,0,3e-4,0,0,0,9e-4,0,0
0,0,0,0.2579691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0,0,0,0,0.0011,0,0
0,0,0,0.20792569,0,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252,0,0,0
0,0,0,0,0,0,3e-4,0,0,0,0.0117,0,0,0,0,0,0.0199,0.0012,0,0
0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0
0,0,0,0,0,0.0103,0,0,0,0,0,0,0,0,0,0,0.0155,8e-4,0,0
0.0153,0,0,0.24622674,0,0,0,0,0,0,0.0142,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.21316701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.19205451,0,0,0,0,0,0.026,0,0,0,0.001,0,0,0,0,0,0
0.0162,0,0,0,0,0,3e-4,0,0,0,0.0099,0,0,0,0,0,0,2e-4,0,0
0,0,0,0.24344201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.23476806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.25403819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0109,0,0,0,0,0,2e-4,0,0,0,0.0097,0,0,0,0,0,0.0156,0,0,0
0,0,0,0,0,0,1e-4,0,0,0,0.0143,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0179,0,0,0,0,0,0,0,0,0,0.0141,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0158,0,0,0,0,0,0,0.0012,0,0
0,0,0,0,0,0,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0154,0,0,0,0,0,0,0,0,0
0,0,0,0.20035833,0,0,4e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
0,0,0,0.18781007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2e-4,0,0,0,0,0,0,2e-4,0,0,0,0.0012,0,0
0,0,0,0,0,0,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.2697,0,0,0,0,0.0024
0,0,0,0.21879271,0,0,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.17753889,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.23559965,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0141,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0127,6e-4,0,0,0,0,0,0,0,0,0,0.0212,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0134,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
0,0,0,0,0,0,0,0,0,0,0.0164,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0116,0,0,0.19121,0,0,0,0,0,0.0222,0,0,0,0.0011,0,0,0.0183,9e-4,0,0
0,0,0,0.14129323,0,0,0,0,0,0,0.0166,0,0,0,0,0,0,0,0,0.0015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0.0011,0,0,0,0,0,0
0,0,0,0.23321771,0,0.0104,6e-4,0,0,0.0253,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0138,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6e-4,0,0,0,0,0,0
0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0.0142,0,0,0,0,0,0,8e-4,0,0
0,0,0,0,0,0,3e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0123,0,0,0,0,0,0,0,0,0.0023
0,0,0,0,0,0,0,0,0,0,0.0147,0,0,0,0,0,0,0.0011,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2676,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032
0.0118,0,0,0.13992847,0,0.0135,0,0,0,0,0.0158,0,0,0,0.1793,0,0.0043,0.0012,0,0
0,0,0,0,0,0.0143,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0153,0,0,0,0.1493,0,0,0.0012,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0147,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0189,0,0,0,0,0.0102,0,0,2e-4,0,0,0,0,0,0,0,0.0156,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0189,0,0,0,0,0.0088,0,0,0,0.0264,0.0149,0,0,0,0,0,0,0,0,0.0016
0.0198,0,0,0.21826736,0,0,0,0,0,0.0237,0.0114,0,0,8e-4,0.2861,0,0,0,0,0
0,0,0,0,0,0,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0142,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,1e-4,0
0,0,0,0,0,0,0,0,0,0,0.0165,0,0,0,0,0,0,0,0,0
0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0
0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1e-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.26789236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0237,0,0,0,0,0,0,0.0148,2e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142,0,0,0
0,0,0,0,0,0,0,0,1e-4,0,0.0152,0,0,0,0,0,0,0.0011,3e-4,0.0028
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0155,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0.0162,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.23623715,0,0,3e-4,0,0,0.0233,0,0,0,0,0,0,0,0,0,0.0013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0.0165,0,0,0,0,0,0,0.0011,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0087,0,0,0,0.0254,0,0,0,0,0,0,0.0148,2e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.19416042,0,0.0098,0,0,0,0.0106,0.0151,0,0,0,0,0,0.0173,6e-4,0,0.0023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0173,0,0,0.13720833,0,0,0,0,0,0.0232,0,0,0,0,0,0,0.019,0,0,0.0016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.2697,0,0.0139,1e-4,0,0,0.0235,0.0134,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0125,6e-4,0,0,0.024,0.0143,0,0,0,0,0,0.0249,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0069,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0141,0,0,0,0,0,0,0,0,0,0,0.0148,0,0,0
0,0,0,0,0,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0236,0,0,0,0,0,0,0,8e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
