0.33383,-0.099922,-0.32833,-0.12736,0.19076,0.074082,-0.10422,-0.036855,-0.0079729,0.019025,-0.11737,-0.083733,0.1629,-0.18569,-0.018897,-0.33121,-0.13593,0.029068,0.1262,-0.68769
0.10566,-0.18051,0.14776,-0.090249,0.072849,-0.11261,0.19551,0.49621,0.77893,0.037987,0.062583,0.02786,0.084026,-0.042194,0.026357,-0.00078059,0.0081389,0.032712,0.0098991,-0.013977
0.15924,-0.35544,0.17955,0.056907,-0.12097,0.08178,-0.10239,0.011768,0.00072702,-0.041106,-0.68589,0.20342,-0.47217,-0.07841,0.16963,0.02243,-0.039898,0.034589,-0.078791,0.0027151
0.25085,0.24283,0.13295,-0.25903,-0.10756,0.07982,0.014961,0.31303,-0.15735,-0.32899,0.11292,0.027027,-0.29037,0.43142,-0.1563,-0.42699,0.11772,0.18842,-0.064524,-0.0016111
0.163,0.057371,0.071383,-0.054349,0.19494,-0.69101,0.22855,-0.078515,-0.17551,-0.087977,-0.097097,0.55019,0.17204,0.046248,-0.050757,0.027134,-0.032171,-0.01991,0.0066287,-0.031516
0.31237,0.15097,-0.30519,0.23595,0.084918,-0.037783,-0.05035,0.064332,0.04111,0.11879,0.0058276,0.016589,-0.14984,0.07013,0.11651,0.2404,0.76255,-0.11019,-0.028655,-0.078884
-0.027423,-0.095133,-0.0065073,0.49178,0.21994,-0.33008,-0.35525,0.5245,-0.25748,-0.035231,0.024606,-0.27881,-0.042854,-0.019609,-0.016592,-0.033655,-0.19411,0.019578,-0.0047354,0.045621
0.13101,-0.11076,0.021423,-0.050787,-0.34708,0.066193,0.47557,0.36441,-0.39758,0.53489,-0.067503,-0.071547,0.14261,-0.071577,-0.057428,-0.00863,0.017144,-0.025897,0.0050185,-0.0069673
0.23309,-0.34176,0.20217,0.080185,-0.080316,0.056695,-0.069835,-0.090816,-0.12048,-0.041528,0.45113,0.12672,0.13143,0.020192,0.65638,-0.14725,0.011205,0.0041611,-0.22928,-0.0070139
0.34897,0.1758,-0.16954,0.059468,-0.097966,0.064762,0.04622,0.012497,0.050547,0.034514,0.12612,0.053996,-0.20626,0.29536,0.2102,0.39228,-0.47019,-0.053134,0.47379,0.012507
0.21817,-0.44294,0.22122,0.039595,0.025995,0.098191,-0.13382,-0.099673,-0.075962,-0.094496,0.10834,0.037417,0.15032,-0.038576,-0.35222,-0.080474,0.24263,-0.06688,0.60694,0.231
0.14098,0.17392,-0.039981,0.31985,-0.57974,-0.030638,-0.1259,-0.024881,0.15006,-0.26433,-0.29622,-0.026854,0.53685,0.1305,0.0092866,-0.067052,0.00062541,0.0063809,-0.035893,0.021617
0.16621,0.33149,0.38495,0.19155,0.23901,0.16067,-0.072924,-0.097469,0.025129,0.30137,-0.077996,0.054779,0.13102,-0.091469,0.033745,0.022916,0.01881,0.66854,0.068837,0.0087624
0.19765,-0.08762,0.20694,-0.050911,0.043,-0.38029,0.22808,-0.36892,0.077623,0.051384,-0.11855,-0.69428,-0.078998,0.23469,0.059741,-0.044385,0.02913,0.0018031,-0.027161,0.0077433
0.23111,0.14113,0.064021,-0.50741,0.12116,0.037456,-0.12122,0.21144,-0.19002,-0.31311,-0.15119,-0.22471,0.23471,-0.34675,0.18993,0.35412,0.042254,-0.020957,-0.025843,0.20595
0.021288,0.035616,0.041407,-0.38358,-0.32507,-0.31891,-0.6298,-0.02495,0.089978,0.46783,0.086291,0.049043,-0.057747,0.038231,-0.053251,-0.0074068,0.01535,-0.005065,-0.0041654,-0.0030963
0.28342,0.027595,-0.46932,0.0086408,0.13364,0.0023783,0.023405,-0.099291,0.10478,0.15724,-0.060664,0.022572,-0.011125,-0.14504,0.014678,-0.39916,-0.14397,0.042337,-0.11499,0.6434
0.32497,-0.2903,-0.073296,0.027494,0.032847,0.12494,-0.061657,-0.08018,-0.0032882,-0.02442,0.14281,0.028295,0.063608,0.1608,-0.4896,0.39733,-0.1609,0.14284,-0.52982,-0.028054
0.21003,0.28111,0.39354,0.090833,0.25255,0.22057,-0.097866,-0.0061461,0.034495,0.1957,-0.093879,0.05292,0.092418,0.082245,-0.083551,-0.12215,-0.11041,-0.68326,-0.15595,0.0051012
0.22994,0.21857,0.15567,0.18825,-0.32122,-0.14394,0.098422,-0.099376,0.056447,-0.15288,0.2868,-0.033713,-0.34606,-0.64338,-0.1906,-0.033655,-0.058392,-0.063104,-0.0396,-0.078453
