Al,As,Ba,bc,Br,Ca,Cl,Cr,Cu,Fe,K,Mn,Ni,Pb,S,Se,Si,Ti,V,Zn
-1,-1,0.016,0.69745844,0.0016,0.0275,0.0355,-1,-1,-1,-1,-1,-1,0.0071,-1,-1,-1,-1,0.0031,-1
0.042,-1,-1,0.73288486,-1,-1,-1,-1,0.0046,-1,-1,0.0014,-1,-1,1.4238,-1,-1,0.0037,-1,0.0097
-1,-1,-1,-1,-1,-1,-1,9e-4,0.006,0.056,-1,-1,-1,0.0081,-1,-1,0.0618,-1,-1,0.0155
-1,0.0016,0.0143,-1,-1,-1,-1,8e-4,-1,-1,-1,-1,-1,0.0059,-1,-1,0.0613,-1,-1,-1
-1,-1,-1,-1,0.0011,-1,-1,-1,0.0031,-1,-1,6e-4,-1,0.0112,-1,-1,-1,-1,-1,0.0097
0.0572,0.0021,-1,0.61837361,0.0022,-1,-1,-1,0.0055,0.0913,0.0901,-1,0.0019,0.0094,0.7924,-1,0.0758,0.0035,-1,0.0123
-1,-1,0.0211,-1,5e-4,-1,-1,0.0025,0.005,-1,0.0351,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0015,0.0238,-1,0.0029,-1,-1,-1,-1,-1,0.0362,-1,-1,0.0091,0.9061,-1,-1,-1,-1,-1
-1,9e-4,-1,-1,-1,-1,-1,6e-4,0.0051,0.0726,-1,0.006,-1,-1,-1,0.003,-1,0.0035,-1,0.0301
0.0489,-1,0.0246,-1,-1,0.0342,0.0027,0.0014,0.0054,0.0787,-1,0.0038,-1,0.0054,-1,-1,0.0837,0.0035,-1,0.0172
-1,0.0011,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0029,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0.028,-1,-1,0.0041,-1,-1,0.002,-1,0.0066,-1,-1,-1,-1,-1,0.0094
-1,-1,-1,-1,-1,-1,-1,0.0014,0.0055,0.0771,-1,-1,-1,0.0076,-1,-1,0.0625,0.0036,-1,0.0126
-1,-1,-1,-1,8e-4,-1,0.0782,9e-4,-1,-1,-1,-1,-1,0.0089,-1,-1,-1,-1,-1,-1
-1,-1,0.0097,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0077,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0.0323,-1,-1,0.0053,0.0787,0.0397,0.006,-1,-1,-1,-1,0.0578,-1,-1,0.0152
0.0564,0.0015,-1,1.03396875,0.0032,0.0333,-1,-1,0.0076,0.0846,0.0568,0.0013,0.0018,0.0066,1.3602,-1,0.0806,0.0032,0.003,0.0178
0.0598,4e-4,-1,1.45060764,0.0017,0.0353,-1,6e-4,0.0048,0.1204,0.0546,0.0012,-1,0.0088,1.5224,-1,0.0943,0.0061,0.0025,0.0205
-1,-1,0.0149,0.98130556,-1,-1,-1,-1,0.004,0.0767,0.0336,9e-4,-1,-1,-1,1e-4,-1,-1,-1,0.0119
0.0442,8e-4,0.0212,0.61553681,-1,0.0413,-1,0.0014,0.0042,0.0693,-1,-1,-1,-1,-1,-1,0.0657,-1,-1,0.011
-1,0.0021,0.0176,-1,8e-4,-1,-1,-1,0.0038,-1,0.0388,0.0021,0.0016,0.0114,-1,-1,-1,-1,-1,0.0102
-1,0.0013,-1,0.79022222,-1,0.0268,0.004,-1,-1,0.0634,0.0725,-1,0.0029,0.0113,1.1429,-1,-1,-1,-1,0.0148
0.0614,0.0028,0.021,1.33847708,0.0028,0.0433,0.0066,0.0011,0.0087,0.1779,0.077,0.0016,0.0035,0.0129,1.56,-1,0.0874,0.0072,0.0037,0.0278
-1,-1,0.0135,1.20127951,0.0021,-1,0.0029,5e-4,0.0061,0.0688,-1,-1,0.0026,0.0071,0.8219,-1,-1,0.003,0.0049,0.0083
-1,9e-4,-1,1.52346608,-1,-1,0.0029,-1,-1,0.0695,-1,0.0017,0.0025,-1,-1,-1,-1,-1,0.0031,0.0106
0.0441,0.0012,-1,0.66663715,-1,0.0265,-1,-1,0.0033,0.0838,-1,0.0032,-1,0.0088,0.9252,8e-4,-1,0.0037,-1,0.0172
-1,-1,-1,0.6108125,5e-4,0.0304,-1,-1,0.0038,0.0998,0.0333,-1,-1,-1,-1,-1,0.0598,0.0056,-1,0.0141
-1,0.0012,-1,0.91750694,0.0021,0.0293,0.0074,-1,0.0056,-1,0.0362,-1,0.0017,0.0075,1.1556,-1,-1,0.0035,0.0041,-1
-1,7e-4,-1,0.68346181,-1,-1,0.0026,7e-4,-1,-1,-1,-1,0.0019,0.0082,0.735,-1,-1,-1,0.0041,0.0082
-1,0.0013,0.0144,0.654575,-1,0.027,0.0158,0.001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,8e-4,0.021,0.90102292,3e-4,-1,-1,9e-4,-1,-1,-1,8e-4,-1,0.0061,-1,-1,-1,-1,-1,-1
-1,-1,-1,1.01355556,0.0028,-1,0.0031,0.0026,0.0038,0.0825,-1,3e-4,0.0028,-1,1.4563,-1,-1,0.0034,0.0032,-1
-1,-1,0.0246,1.7314059,0.0028,0.0395,0.3588,0.0015,-1,0.0679,-1,7e-4,-1,0.0063,-1,-1,-1,0.0033,-1,-1
0.0491,-1,0.0244,-1,-1,-1,-1,5e-4,-1,0.0544,-1,-1,-1,-1,-1,3e-4,0.0646,-1,-1,-1
-1,0.0019,0.0448,-1,-1,-1,0.0026,5e-4,-1,0.0606,-1,0.0013,-1,0.0107,-1,-1,-1,-1,-1,0.0137
-1,0.0013,0.0127,-1,7e-4,-1,-1,-1,0.0059,-1,-1,-1,-1,0.0106,-1,-1,-1,0.0042,-1,-1
-1,0.0011,0.0106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0133
0.0605,-1,-1,0.82827951,0.0013,0.05,0.005,6e-4,0.0062,0.1666,0.0615,0.0024,0.0047,0.0057,0.9853,-1,0.0774,0.0055,0.0063,0.0311
-1,-1,-1,1.32638021,8e-4,0.0348,0.0046,6e-4,0.0034,-1,0.0507,-1,0.0028,0.01,-1,-1,-1,0.0034,0.0044,0.0136
-1,-1,0.0208,-1,-1,-1,0.0026,-1,0.0064,-1,0.0339,0.0016,-1,0.0064,-1,-1,-1,-1,-1,-1
-1,-1,0.008,-1,-1,0.0287,0.0244,-1,-1,0.0696,0.0457,0.0015,-1,0.0089,-1,-1,-1,-1,0.0038,0.0152
-1,-1,-1,0.61225,5e-4,-1,0.0124,-1,0.0036,0.0614,0.0582,-1,0.0034,-1,-1,-1,-1,-1,0.0037,0.0129
0.0515,0.0028,0.0067,0.73357639,0.0051,0.0388,0.0055,5e-4,0.0063,0.0732,0.0749,9e-4,0.0051,0.0157,1.0984,-1,-1,0.0042,0.0039,0.0248
0.0809,0.0018,0.0246,1.86204201,0.0046,0.0496,0.0085,6e-4,0.0053,0.1337,0.097,0.0012,0.0025,0.0104,1.9645,-1,0.1168,0.0063,0.0039,0.0301
-1,-1,-1,1.00511458,-1,-1,0.0034,-1,0.0032,-1,0.0337,-1,-1,-1,0.8236,-1,-1,-1,-1,0.0102
0.0502,-1,0.0068,1.48384549,0.0071,0.0317,0.0076,-1,0.0036,0.0875,0.0584,-1,0.0048,0.0083,3.2297,-1,-1,0.0047,0.0064,0.0246
-1,-1,-1,0.77151042,7e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7262,-1,-1,-1,0.0034,-1
-1,-1,0.0159,-1,-1,-1,0.1194,-1,0.0033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.006,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0.0027,-1,0.0032,0.0011,0.005,-1,0.0353,0.0015,0.0025,0.007,-1,-1,-1,-1,0.0021,0.0177
-1,7e-4,0.0119,-1,-1,-1,-1,-1,-1,-1,-1,0.0018,0.0017,-1,-1,-1,-1,-1,-1,0.0092
-1,-1,-1,-1,6e-4,0.028,-1,-1,-1,0.0715,0.0489,0.0017,0.0046,-1,0.959,-1,-1,-1,0.0026,0.023
0.0471,0.0018,-1,0.75518229,0.0015,0.0339,0.0054,-1,-1,-1,0.0414,-1,0.0017,0.0064,0.9405,-1,-1,-1,0.0025,0.0125
0.0421,0.0015,0.0113,-1,4e-4,-1,-1,-1,0.0036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0083
0.0601,-1,-1,-1,-1,0.0292,0.0025,0.0014,-1,-1,0.0589,-1,-1,-1,0.7749,-1,0.089,0.0034,-1,0.0108
0.0421,-1,0.0154,-1,0.0064,0.0363,0.0043,8e-4,0.0051,0.0638,0.071,-1,0.0025,0.0068,0.7635,0.0019,0.0782,0.0049,-1,0.0156
0.0464,-1,0.0263,0.96680556,0.0018,0.0502,0.0078,0.0012,-1,0.1587,0.0771,0.0061,0.0047,-1,1.2034,-1,0.0794,0.0042,0.0042,0.044
-1,-1,0.0114,0.64936458,3e-4,-1,0.0046,0.001,0.0045,0.1178,0.0345,0.0013,0.0027,-1,-1,-1,-1,0.0029,0.0024,0.0147
-1,5e-4,-1,-1,-1,-1,0.0026,0.0011,-1,-1,-1,-1,0.0017,0.0066,1.1176,-1,-1,-1,0.0026,0.0143
0.0447,-1,-1,1.05489583,0.0018,-1,0.0038,6e-4,-1,-1,0.0447,-1,0.0026,0.0061,1.8499,-1,-1,-1,0.0034,0.0127
0.0768,-1,0.0244,1.16077083,0.0062,-1,0.0032,0.0011,0.0074,0.0567,0.0612,8e-4,-1,0.0102,2.712,-1,-1,-1,0.0033,0.0303
-1,0.001,-1,-1,5e-4,-1,-1,-1,-1,-1,-1,0.0029,-1,0.0061,-1,-1,-1,-1,-1,0.024
0.0536,-1,0.0101,0.9639809,0.0011,0.0404,-1,-1,0.0035,0.1014,0.0358,0.0018,0.0017,-1,0.755,0.0028,0.0798,0.0034,-1,0.0334
-1,7e-4,-1,-1,4e-4,0.03,-1,6e-4,-1,-1,-1,0.0033,0.0029,-1,-1,-1,-1,-1,0.0023,0.0139
0.0545,0.0011,0.0154,0.71121528,-1,0.0448,-1,0.0011,0.0036,0.0768,0.0439,0.0024,0.0018,0.0069,0.7463,-1,0.0785,0.0056,0.0026,0.0196
-1,-1,0.0109,0.70941667,0.0014,0.0489,-1,5e-4,0.0037,0.0804,0.0448,-1,0.0036,0.0099,-1,-1,0.0737,0.0031,0.0032,0.0182
-1,5e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0012,-1,0.57942361,5e-4,-1,-1,-1,-1,-1,-1,-1,0.0029,-1,0.7773,-1,-1,-1,0.0038,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0011,0.0285,-1,0.0028,-1,0.0029,7e-4,0.0041,-1,-1,-1,-1,0.0081,-1,-1,-1,-1,-1,-1
-1,5e-4,0.0415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0061,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0.0433,-1,0.001,-1,-1,-1,-1,-1,0.0075,-1,-1,-1,-1,-1,0.0175
-1,0.0015,0.0096,-1,6e-4,-1,-1,-1,-1,0.0541,-1,0.0016,-1,0.0064,-1,-1,-1,-1,0.002,0.0133
0.052,-1,-1,-1,0.0045,0.0323,0.0065,5e-4,0.005,0.0762,0.064,-1,0.0021,0.0133,1.0532,-1,0.0577,0.0039,0.0031,0.0223
-1,-1,-1,-1,-1,-1,-1,-1,0.0035,-1,0.0351,-1,0.009,0.0072,0.9895,-1,-1,-1,0.008,0.0093
-1,-1,-1,-1,9e-4,-1,-1,-1,-1,-1,-1,9e-4,0.0018,-1,-1,-1,-1,0.0029,0.0022,-1
0.0497,-1,-1,-1,0.0014,0.0358,0.0038,-1,0.0072,-1,0.0409,-1,0.0066,-1,-1,-1,0.0609,-1,0.0055,0.0095
-1,6e-4,-1,-1,7e-4,0.0284,0.0092,-1,-1,-1,0.0349,-1,0.0059,-1,0.7322,-1,-1,-1,0.0052,0.0106
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0023,0.0137,0.9919,-1,-1,-1,-1,0.0114
-1,0.0011,-1,-1,-1,-1,0.0053,-1,0.0047,-1,-1,-1,-1,0.0076,-1,-1,-1,-1,-1,-1
-1,-1,0.0079,-1,-1,-1,0.0045,-1,-1,-1,0.0356,-1,0.0063,0.0086,-1,-1,-1,0.0029,0.0068,-1
0.053,-1,0.0143,0.58795903,0.0015,0.0512,0.0057,-1,-1,0.0749,0.0622,-1,0.0069,0.0073,0.7663,-1,0.0868,0.0044,0.0097,0.0197
-1,-1,-1,-1,4e-4,0.031,0.0067,-1,-1,-1,0.0402,-1,0.0052,-1,0.8346,5e-4,-1,-1,0.0043,0.0134
-1,0.0011,0.0122,-1,3e-4,0.0324,0.0065,-1,-1,-1,-1,-1,-1,0.006,-1,-1,0.0664,0.003,0.0025,0.0111
-1,-1,-1,-1,-1,0.0293,0.0131,5e-4,-1,-1,0.0347,-1,0.0034,0.0071,-1,-1,0.0592,-1,0.0022,-1
-1,-1,0.0182,-1,0.0028,0.0282,0.0105,-1,0.0034,0.0562,0.1083,5e-4,0.01,0.0075,1.0126,-1,-1,0.0029,0.0076,0.0297
-1,-1,-1,0.64149479,0.001,0.0331,0.0065,-1,-1,-1,0.0683,-1,0.0068,0.0063,1.0439,-1,-1,-1,0.0062,0.0174
-1,0.001,0.0152,-1,-1,-1,0.0032,-1,-1,-1,-1,-1,0.0019,0.0062,-1,-1,-1,-1,0.0021,-1
0.0641,8e-4,-1,-1,0.0023,0.0405,0.007,-1,0.0032,0.0764,0.0751,0.0014,0.0053,0.0084,1.2464,-1,0.0717,0.0038,0.0062,0.0216
0.0603,-1,0.0131,-1,-1,0.0374,0.0045,7e-4,0.0069,0.0613,0.0593,-1,0.004,-1,1.0234,-1,0.0584,-1,0.0031,0.0123
0.0714,0.0013,0.0154,-1,0.0013,0.0426,0.0077,-1,0.0042,0.0871,0.0676,-1,0.0076,0.0058,1.3906,-1,0.0958,0.0042,0.009,0.0165
0.0549,0.0019,0.0242,1.23334375,0.0058,0.0517,0.0136,-1,0.0079,0.1054,0.0919,0.0026,0.0106,0.0128,2.073,1e-4,0.0698,0.0045,0.0097,0.0378
-1,0.001,-1,-1,-1,0.0266,-1,-1,-1,-1,0.036,-1,0.0027,0.0065,-1,-1,0.0688,0.003,-1,-1
0.0562,-1,0.0204,-1,0.0026,0.0388,0.0028,-1,-1,-1,0.0496,-1,0.0022,0.0062,-1,-1,0.0767,0.0035,0.0021,-1
0.0482,0.0013,-1,-1,8e-4,0.0426,-1,-1,-1,-1,0.033,0.0041,0.0027,0.0053,-1,-1,0.0626,-1,0.0025,0.0105
-1,-1,0.0073,-1,0.0012,0.0319,-1,9e-4,-1,-1,0.0382,-1,0.0018,-1,-1,-1,-1,-1,0.0023,0.0129
-1,-1,0.0171,-1,-1,0.0369,-1,-1,0.0047,-1,0.0436,0.0022,0.0038,0.0095,-1,-1,0.0596,-1,0.0026,0.0139
-1,-1,-1,-1,-1,0.037,-1,7e-4,0.0061,-1,0.0357,-1,-1,0.0083,-1,-1,0.0682,0.0035,-1,0.0107
-1,-1,0.0095,-1,8e-4,0.0385,0.0315,-1,0.0078,-1,-1,-1,0.0024,0.0057,-1,-1,0.0622,-1,-1,-1
-1,0.0015,0.0317,-1,0.002,-1,0.003,7e-4,0.0049,-1,0.0445,-1,0.005,0.0053,0.9496,0.0022,-1,-1,0.0027,0.01
0.0584,0.0019,-1,-1,0.0025,0.0274,0.0028,-1,0.0063,-1,0.0541,0.0012,0.0051,0.008,0.8514,-1,0.0842,-1,0.0023,0.0122
0.0592,0.0015,-1,-1,-1,0.0427,-1,6e-4,0.0068,-1,0.0406,8e-4,-1,0.0105,0.7586,-1,0.099,0.0039,-1,0.0147
0.067,0.0022,0.013,-1,0.0024,0.0442,0.003,0.0012,0.0067,0.0568,0.048,-1,0.0051,-1,-1,-1,0.1001,0.0048,0.0056,0.0119
-1,-1,-1,-1,0.0024,-1,0.0085,-1,-1,-1,-1,-1,0.0046,0.0075,-1,-1,-1,-1,0.0036,-1
-1,-1,0.0223,-1,6e-4,0.0283,0.0032,-1,-1,-1,-1,-1,0.0028,-1,-1,-1,-1,-1,-1,-1
-1,4e-4,-1,-1,-1,0.0354,-1,-1,-1,-1,0.035,-1,0.0021,-1,-1,-1,0.0617,-1,-1,0.0089
0.0451,-1,0.0104,-1,0.0017,0.0324,0.0039,-1,0.0088,-1,0.0504,0.003,0.0072,0.0071,0.8355,7e-4,0.0628,0.0037,0.0023,0.0123
-1,-1,0.0125,-1,0.0017,-1,0.0027,6e-4,-1,-1,0.0351,-1,-1,-1,0.849,-1,-1,-1,-1,-1
0.0506,6e-4,0.0092,-1,4e-4,0.0331,0.0033,-1,0.0043,-1,0.0457,-1,0.0021,-1,-1,-1,0.0871,0.0047,0.0026,0.0117
0.0748,-1,0.0164,-1,0.0011,0.0617,0.0217,0.0016,0.0053,0.0938,0.087,0.0017,0.0086,0.0061,1.5687,-1,0.0856,0.0045,0.0052,0.0279
0.0504,-1,-1,0.58541354,0.0012,0.0276,0.0098,6e-4,0.0073,0.1355,0.0457,0.0041,0.005,0.0063,1.408,-1,-1,0.0031,0.0051,0.0256
-1,9e-4,-1,0.76150069,0.0011,0.0276,0.0057,0.001,0.0045,0.0696,0.0446,-1,0.0056,-1,1.0237,-1,-1,-1,0.0058,0.014
-1,-1,0.0121,-1,0.0025,-1,0.0208,7e-4,-1,-1,-1,0.0025,-1,-1,-1,-1,-1,-1,-1,-1
-1,5e-4,0.0195,-1,-1,-1,0.009,5e-4,-1,-1,-1,-1,-1,0.0072,-1,-1,-1,-1,-1,-1
0.0506,0.0011,-1,-1,0.003,-1,0.0061,-1,0.0059,0.0585,0.052,-1,0.0025,0.0063,-1,-1,0.071,0.0041,0.0054,0.0102
-1,-1,0.0164,0.74502083,7e-4,0.0278,0.0046,6e-4,0.0035,0.0609,0.0376,0.0017,0.0083,0.0056,0.7819,-1,-1,-1,0.0078,0.017
-1,-1,-1,0.75380208,-1,-1,0.0048,-1,0.0079,0.068,0.0628,-1,0.0065,0.0065,1.2328,-1,-1,0.0036,0.0037,0.0153
0.074,5e-4,0.0208,1.04031389,-1,0.0456,0.0095,8e-4,-1,0.113,0.0552,0.0047,0.0039,0.0082,-1,-1,0.1224,0.0058,0.0043,0.0177
0.0765,0.001,-1,-1,-1,0.057,0.0132,6e-4,-1,0.0923,0.0397,2e-4,-1,-1,-1,-1,0.1164,0.0059,0.0039,0.018
-1,0.0012,-1,-1,-1,-1,0.0051,0.001,0.0038,-1,-1,8e-4,0.0051,-1,-1,-1,-1,-1,0.0044,0.0093
-1,-1,-1,-1,0.0012,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7382,0.0012,-1,-1,0.0028,-1
-1,-1,-1,-1,0.0017,-1,0.0043,-1,-1,-1,-1,-1,-1,0.0069,-1,-1,-1,-1,-1,-1
0.0588,-1,-1,-1,-1,0.0353,0.028,7e-4,-1,-1,-1,-1,-1,0.0053,-1,-1,0.0746,0.0029,-1,-1
-1,-1,-1,-1,0.0011,-1,0.0404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0604,-1,-1,-1,0.0037,0.0444,0.0068,-1,-1,-1,0.0429,-1,0.0017,-1,-1,-1,0.0822,-1,-1,0.0087
0.0561,6e-4,0.0071,-1,8e-4,0.0427,0.0041,-1,0.0031,0.0732,0.0528,-1,0.0026,0.0085,0.8393,-1,0.069,0.0036,0.0068,0.0156
0.0431,-1,-1,-1,0.0017,-1,0.003,-1,0.0031,-1,0.0406,4e-4,0.002,-1,1.08,3e-4,-1,-1,0.0026,-1
-1,-1,0.0073,-1,0.0012,-1,-1,-1,-1,-1,0.0327,-1,-1,-1,1.2015,-1,0.0607,-1,0.002,-1
0.0561,-1,0.0115,-1,0.001,0.0293,0.0027,7e-4,0.0045,0.0688,0.034,0.0011,0.0037,0.0082,-1,0.0016,0.0903,0.003,0.0028,0.0095
0.0516,-1,-1,0.63085278,0.0049,0.0351,0.0059,6e-4,0.0051,0.0675,0.0602,-1,0.0028,0.0097,1.7084,-1,0.0866,0.0037,0.0059,0.0136
0.1001,9e-4,-1,0.76315903,0.0059,0.0611,0.0138,-1,0.0051,0.0742,0.1073,-1,0.0036,0.0072,3.1317,-1,0.1393,0.0053,0.0079,0.0144
0.0483,-1,-1,0.81570139,0.002,0.0397,0.0053,7e-4,0.0064,0.064,0.0514,-1,0.0022,0.0075,1.002,-1,0.0679,0.0031,-1,0.0084
0.047,-1,0.0079,-1,8e-4,0.0311,0.1235,-1,0.0057,-1,-1,-1,0.0018,0.0086,-1,-1,-1,-1,0.0036,-1
-1,-1,0.0082,-1,-1,-1,-1,-1,0.0036,-1,-1,-1,0.0021,-1,-1,-1,-1,-1,-1,-1
-1,0.0016,0.0077,-1,-1,-1,0.0103,-1,-1,-1,-1,-1,0.0028,-1,-1,-1,-1,-1,0.002,-1
0.0472,6e-4,0.0108,-1,0.0029,0.0286,0.0054,-1,-1,-1,0.0349,0.0016,0.0021,0.0072,1.0267,-1,-1,0.003,0.0022,0.0111
-1,-1,-1,-1,-1,0.0322,0.0044,-1,-1,-1,-1,2e-4,-1,-1,-1,-1,0.0582,-1,-1,0.0155
-1,6e-4,-1,-1,0.001,0.0344,0.006,-1,-1,-1,-1,4e-4,0.0017,-1,-1,-1,0.06,-1,0.0023,0.0085
0.0577,-1,0.0132,-1,0.0031,0.0287,0.0038,-1,0.0034,-1,0.0471,-1,0.0032,-1,2.3126,-1,-1,-1,0.003,0.0165
0.0465,-1,0.0078,-1,-1,0.0412,0.0037,-1,0.0048,0.0624,0.0338,9e-4,0.0018,-1,-1,-1,0.0823,0.0042,-1,0.0186
-1,-1,-1,-1,6e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0.0165,-1,0.001,-1,-1,0.0011,-1,-1,0.0358,-1,0.0025,0.0057,1.005,-1,-1,-1,-1,-1
0.0455,9e-4,-1,-1,-1,-1,0.003,-1,0.0037,-1,0.0338,-1,0.0031,0.0084,0.9666,-1,-1,-1,0.0026,0.0119
0.047,-1,-1,0.85257326,0.0023,0.0319,0.0046,-1,-1,0.0679,0.0394,-1,-1,-1,1.0859,-1,0.0625,0.0042,0.0027,0.0094
-1,-1,-1,-1,-1,0.0402,0.0061,7e-4,0.0056,-1,-1,-1,-1,0.0069,-1,-1,0.1069,0.0039,-1,-1
0.0553,-1,0.0275,-1,0.0028,0.0554,0.0039,7e-4,0.0055,0.071,-1,-1,0.0031,-1,-1,-1,0.1153,0.0039,-1,0.0091
0.0485,4e-4,0.0203,-1,6e-4,0.0384,0.0203,-1,-1,-1,-1,0.0038,-1,0.0106,-1,-1,0.0831,-1,-1,0.0133
0.0448,0.0023,0.0258,-1,5e-4,0.0283,0.0049,-1,-1,-1,0.04,-1,0.0057,0.012,-1,-1,0.0785,0.0043,0.0034,-1
0.0491,-1,0.0083,-1,9e-4,0.0279,-1,-1,-1,-1,-1,-1,0.0034,0.0063,-1,-1,-1,0.004,0.0021,-1
-1,5e-4,-1,-1,-1,0.0289,0.0038,8e-4,0.0036,-1,-1,-1,0.0044,0.0087,-1,-1,-1,-1,0.0032,-1
-1,-1,-1,-1,-1,0.0429,0.2624,-1,-1,-1,-1,-1,0.0042,0.0059,-1,-1,-1,-1,0.0025,-1
-1,0.0013,0.0128,-1,-1,0.0323,0.3528,-1,-1,-1,-1,0.0015,-1,0.0094,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0.0017,-1,-1,-1,-1,-1,-1,8e-4,-1,-1,-1,-1,0.0629,-1,-1,0.0122
-1,-1,-1,-1,0.0025,-1,-1,5e-4,-1,-1,-1,-1,-1,0.0066,-1,-1,0.059,0.0029,-1,-1
-1,0.0014,0.016,-1,6e-4,-1,-1,7e-4,-1,-1,-1,-1,-1,0.0059,-1,-1,-1,0.0029,-1,-1
0.0449,-1,0.0094,-1,0.0013,-1,-1,9e-4,-1,-1,-1,-1,-1,0.0056,-1,-1,-1,-1,-1,-1
0.0501,-1,-1,-1,-1,0.0338,-1,8e-4,-1,-1,-1,0.001,-1,-1,-1,-1,0.0686,-1,-1,0.0085
0.0461,4e-4,0.011,-1,-1,0.0393,-1,-1,-1,0.0635,-1,-1,-1,-1,-1,-1,0.0675,0.0038,-1,0.0139
0.0619,-1,-1,-1,0.0021,0.0322,-1,-1,-1,0.0776,-1,8e-4,0.0024,-1,0.8727,-1,0.0872,0.0039,-1,0.0178
-1,0.0013,0.0114,-1,0.0013,0.0275,0.0041,-1,0.0043,-1,-1,-1,0.0016,-1,-1,-1,-1,-1,-1,0.0082
-1,0.0015,-1,-1,-1,-1,0.0027,5e-4,0.0032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0015,0.0096,-1,-1,-1,-1,8e-4,-1,-1,-1,-1,-1,0.0069,-1,-1,0.0656,0.0032,-1,0.0145
-1,9e-4,-1,-1,0.0025,-1,0.4401,-1,-1,-1,-1,-1,0.0023,0.0075,-1,-1,-1,-1,-1,-1
-1,-1,0.0157,-1,-1,0.0295,0.5891,-1,-1,-1,-1,0.001,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0.0314,-1,0.0047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,5e-4,-1,-1,0.0015,0.0278,0.0784,5e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0205
0.0886,7e-4,-1,-1,6e-4,0.065,0.1647,-1,0.0037,0.1088,0.0479,0.0013,0.0018,0.0055,-1,-1,0.1299,0.0059,0.0026,0.0157
0.0911,0.0015,-1,0.63017289,0.0016,0.0501,0.0391,-1,0.0033,0.1204,0.0439,-1,0.0024,-1,-1,-1,0.1339,0.0066,-1,0.0092
0.1252,0.0013,0.0274,0.59621698,0.0031,0.0812,0.0072,0.001,0.0093,0.1595,0.0743,-1,0.0035,0.0129,-1,-1,0.213,0.0101,0.0038,0.0141
0.116,-1,0.0165,0.67650622,0.0039,0.0652,0.0039,7e-4,-1,0.0902,0.0599,-1,0.0041,0.0071,0.9318,-1,0.1765,0.0064,0.0066,0.0096
0.1125,0.001,-1,-1,0.0026,0.0664,0.0025,7e-4,-1,0.0859,0.0624,-1,-1,0.0095,2.1723,-1,0.1849,0.0052,0.0022,0.009
0.0695,-1,0.0103,-1,-1,0.0554,-1,5e-4,0.0041,0.0884,-1,5e-4,0.0016,0.0057,-1,-1,0.1341,0.004,0.0023,0.0098
0.0697,0.002,-1,-1,-1,0.0584,-1,7e-4,-1,0.0802,-1,0.0017,0.0018,0.0062,-1,-1,0.1103,0.0036,0.0026,0.0144
0.0772,7e-4,0.0124,-1,-1,0.0483,0.0025,-1,-1,0.0689,-1,5e-4,-1,0.0079,-1,-1,0.1112,0.0053,-1,-1
-1,0.0023,-1,0.61173895,0.0011,-1,0.0025,7e-4,-1,-1,-1,-1,0.0037,0.0093,1.0374,-1,-1,-1,0.0049,0.0096
-1,8e-4,0.0092,0.77974985,0.001,-1,0.0031,8e-4,-1,-1,-1,-1,0.0023,0.0082,1.234,-1,-1,0.004,0.0037,-1
-1,0.001,-1,-1,-1,-1,-1,-1,0.0035,0.0553,-1,-1,0.0026,-1,0.7687,-1,-1,-1,0.0049,-1
-1,-1,0.0322,-1,-1,0.0454,0.0031,-1,0.0041,-1,-1,-1,-1,0.0071,-1,-1,0.0714,-1,-1,0.0092
