Al,As,Ba,bc,Br,Ca,Cl,Cr,Cu,Fe,K,Mn,Ni,Pb,S,Se,Si,Ti,V,Zn
0.046,0.0019,-1,-1,3e-4,-1,-1,-1,0.0035,-1,0.0378,6e-4,0.0017,0.0075,-1,-1,0.0728,0.0031,-1,-1
0.0583,7e-4,0.0128,-1,-1,-1,-1,-1,-1,0.0596,-1,-1,0.0034,0.0081,-1,-1,0.0996,-1,0.0034,-1
-1,-1,-1,-1,-1,0.0278,0.0025,-1,-1,0.0538,-1,8e-4,0.0017,0.007,-1,-1,-1,-1,0.0022,0.0093
0.0517,6e-4,0.0124,0.5969566,5e-4,-1,-1,7e-4,-1,0.0634,-1,-1,-1,0.0059,1.2384,-1,0.0617,0.003,0.0021,0.0084
-1,0.0019,-1,-1,-1,-1,-1,-1,0.0038,-1,-1,-1,-1,-1,-1,-1,0.058,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,7e-4,0.0039,-1,-1,0.0034,-1,0.0109,-1,-1,0.0636,-1,-1,-1
-1,-1,0.0085,-1,-1,0.0329,-1,-1,-1,-1,-1,-1,0.0027,-1,-1,-1,-1,-1,0.0069,-1
-1,-1,-1,-1,-1,-1,-1,9e-4,-1,-1,-1,-1,0.0039,-1,-1,-1,-1,-1,0.0021,0.0099
0.0554,-1,0.0148,0.72148958,-1,0.0417,-1,-1,0.0064,0.1011,-1,0.0012,0.0031,-1,1.4928,-1,0.0623,0.006,0.0031,0.0124
0.0757,8e-4,-1,1.3842934,-1,0.0359,-1,6e-4,-1,0.0894,0.0484,-1,0.0026,0.0054,5.3159,-1,0.0745,0.0053,0.0045,0.0133
0.2173,-1,0.0076,0.988225,4e-4,0.0523,-1,8e-4,0.0032,0.1302,0.0808,5e-4,-1,-1,2.9638,-1,0.3048,0.0097,-1,0.0102
-1,-1,0.007,-1,-1,0.0359,-1,-1,0.0069,0.0721,-1,-1,-1,0.0066,-1,-1,0.0964,0.0048,-1,0.0174
0.0871,-1,-1,-1,-1,0.0465,-1,-1,-1,0.083,0.0348,2e-4,-1,-1,-1,-1,0.1219,0.0051,0.002,0.0095
0.0558,-1,0.0135,-1,-1,-1,-1,5e-4,-1,-1,0.0605,-1,-1,-1,-1,-1,0.0784,0.0042,-1,-1
0.0531,9e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0024,-1,-1,-1,0.0827,-1,0.0025,-1
0.0524,-1,-1,-1,6e-4,0.0332,-1,5e-4,-1,-1,0.0346,-1,0.0042,-1,1.3789,-1,0.077,-1,0.0047,-1
0.0692,-1,-1,0.58808472,-1,0.0338,0.0025,6e-4,0.0045,0.074,0.035,0.0016,-1,0.0058,1.6421,-1,0.1007,0.0048,-1,-1
0.0779,7e-4,0.0116,0.90300521,0.0035,0.0439,-1,-1,0.0086,0.1006,0.0424,5e-4,0.0031,0.0065,1.2479,0.0013,0.1251,0.0038,0.0024,0.0104
0.0841,-1,0.0186,1.85112847,0.001,0.0824,0.004,6e-4,0.0052,0.1349,0.0484,-1,0.0125,-1,2.3738,-1,0.1218,0.0062,0.0094,0.0358
0.0433,8e-4,0.0163,1.25740208,0.0025,0.0314,-1,-1,-1,0.0672,-1,-1,0.003,0.0063,2.133,-1,-1,-1,0.0058,0.0221
-1,0.0014,0.0188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8214,-1,-1,-1,-1,0.0112
-1,-1,-1,-1,-1,-1,-1,5e-4,-1,-1,-1,-1,-1,0.0064,-1,-1,-1,-1,-1,-1
0.0453,-1,-1,-1,0.0012,-1,-1,0.001,-1,-1,-1,-1,-1,0.0061,1.3735,-1,0.0638,0.0029,-1,0.0102
0.0646,-1,0.0145,0.8140434,-1,-1,-1,-1,-1,-1,0.0589,-1,0.002,0.0054,2.6093,1e-4,0.0629,-1,0.0027,0.0094
-1,8e-4,0.0191,0.69474306,8e-4,0.0349,-1,8e-4,0.0045,0.1099,0.0332,-1,0.0021,-1,-1,-1,0.0868,0.0061,0.0029,0.0099
0.053900000000000003,-1,0.0215,1.17092639,-1,0.0344,-1,-1,0.0048,0.0683,0.0375,-1,0.0035,0.0052,2.186,-1,0.0643,0.0047,0.0058,0.0113
0.0839,-1,0.0253,0.71077431,-1,-1,-1,-1,0.0064,0.0636,0.0416,-1,0.0022,0.0093,2.976,-1,0.0731,0.0039,0.0044,0.0103
0.0444,-1,-1,0.70854687,-1,-1,-1,-1,0.0041,-1,0.0347,-1,-1,0.006,1.584,-1,-1,-1,0.0027,-1
-1,0.0014,-1,-1,-1,-1,-1,7e-4,-1,-1,0.0362,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,9e-4,-1,-1,3e-4,-1,-1,9e-4,-1,0.0698,-1,-1,-1,-1,-1,-1,0.0779,0.003,-1,0.028
-1,-1,-1,0.97436389,0.0021,0.0269,0.0047,0.0014,0.0031,0.0669,0.0387,0.0021,-1,-1,1.1219,-1,0.0603,0.0049,-1,0.0092
0.0898,-1,0.0166,0.6895684,-1,0.0336,-1,-1,0.005,0.0853,0.069,0.0018,0.0022,0.0098,1.7431,0.001,0.1002,0.0046,0.0031,0.0126
0.0601,-1,0.0149,1.05972743,4e-4,0.0284,-1,-1,0.0036,0.0729,0.0543,9e-4,0.0032,0.0085,3.3356,-1,0.0888,0.0032,0.0035,0.013
0.0723,0.0029,0.0275,0.86458854,0.0018,-1,-1,6e-4,0.008,0.0622,0.0721,-1,0.0026,-1,2.4171,-1,0.0839,0.0052,0.0024,0.0086
0.0874,0.0037,0.0517,-1,-1,-1,-1,-1,0.0121,-1,0.477,-1,0.0022,0.0174,0.7437,-1,-1,0.012,0.0055,0.0128
0.1285,0.0028,0.0699,0.89171181,0.0015,-1,-1,6e-4,0.0199,-1,0.9377,-1,0.0053,0.0234,1.5638,-1,-1,0.0234,0.0108,0.0143
0.0562,-1,-1,-1,-1,-1,-1,-1,0.0067,-1,0.0506,-1,-1,-1,1.5389,0.0016,-1,0.0029,-1,0.0126
-1,-1,0.0081,0.68010069,-1,-1,-1,0.0013,0.0046,0.0637,0.0404,-1,-1,-1,-1,-1,-1,0.0042,0.0026,0.0124
0.0541,4e-4,-1,0.95025868,0.0012,-1,-1,-1,-1,0.0566,-1,7e-4,-1,0.0056,1.6973,0.0017,-1,0.003,-1,-1
-1,-1,-1,0.89500347,-1,-1,-1,-1,-1,0.053900000000000003,-1,-1,-1,-1,2.1213,-1,-1,-1,0.0025,0.0082
-1,-1,-1,-1,0.001,-1,-1,6e-4,-1,-1,-1,-1,-1,-1,0.8492,0.0022,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,0.0026,0.0016,0.0062,-1,-1,-1,-1,0.0021,-1
-1,-1,0.0095,-1,-1,-1,-1,-1,0.0062,-1,0.0447,-1,-1,-1,-1,-1,-1,-1,0.0034,0.0098
-1,0.0011,-1,0.60297222,0.0013,-1,0.0027,-1,0.0052,-1,0.0731,-1,-1,0.0095,-1,-1,-1,-1,0.0022,0.0105
-1,-1,0.0082,1.13080729,-1,0.0522,0.006,5e-4,0.0055,0.0811,0.0751,0.0039,0.0066,0.0065,-1,-1,0.0647,0.0032,0.0043,0.0414
-1,-1,0.0081,0.69439757,-1,-1,-1,6e-4,-1,0.0658,-1,0.002,-1,-1,-1,-1,-1,-1,-1,-1
0.0587,7e-4,-1,1.18465278,0.0012,0.0349,-1,6e-4,0.0036,0.0684,0.0347,-1,0.0025,-1,1.7853,-1,0.1001,-1,0.0034,0.0155
0.0603,0.002,-1,0.83313368,9e-4,-1,-1,0.0011,0.0032,0.0554,-1,-1,0.0034,0.0104,1.2791,0.001,0.0676,0.0031,-1,0.0113
-1,6e-4,0.0123,-1,-1,-1,-1,7e-4,-1,-1,0.0399,-1,-1,-1,0.9323,4e-4,-1,-1,-1,-1
0.0504,0.001,0.0205,0.88262153,0.0018,-1,0.0029,-1,-1,-1,0.0602,-1,0.005,0.0051,2.1462,-1,-1,-1,0.0079,0.018
0.0437,-1,-1,1.37717639,-1,0.0306,-1,-1,0.0032,0.1008,-1,-1,0.0031,-1,1.4263,-1,0.0625,-1,0.0052,0.0139
0.0584,-1,-1,0.98225174,-1,-1,0.0025,-1,-1,0.0632,0.054,-1,-1,-1,2.4631,-1,-1,0.004,0.0023,-1
0.079,-1,0.0262,1.60432465,4e-4,0.0443,0.0049,9e-4,-1,0.1081,0.0904,-1,0.0016,0.0075,2.7454,-1,0.0847,0.0056,0.0044,0.0163
0.0506,0.001,-1,0.99607812,-1,-1,-1,5e-4,-1,0.0575,0.0561,0.0023,0.0017,-1,4.7126,-1,-1,-1,0.0035,0.0087
-1,-1,0.0133,-1,9e-4,-1,-1,-1,-1,-1,-1,-1,-1,0.0059,-1,-1,-1,-1,0.0026,0.0084
-1,6e-4,-1,-1,-1,-1,-1,-1,-1,0.0713,-1,-1,0.0026,-1,-1,-1,-1,-1,0.004,0.0097
-1,0.001,-1,0.80027535,-1,-1,-1,-1,-1,0.0619,-1,-1,0.002,-1,-1,0.0029,-1,-1,-1,-1
-1,-1,-1,0.72982292,0.001,-1,-1,-1,-1,-1,-1,0.0014,0.0024,-1,-1,-1,-1,-1,0.0027,-1
-1,6e-4,0.0101,0.87917222,-1,-1,-1,-1,0.0036,0.0768,-1,0.0011,0.0021,0.0065,1.1962,-1,-1,-1,0.0035,0.0094
-1,0.0017,-1,1.04585937,-1,-1,-1,0.001,0.0039,0.0681,-1,-1,0.0017,0.0062,2.65,-1,-1,-1,0.0028,0.0096
0.0917,-1,-1,0.94975347,-1,-1,-1,7e-4,-1,0.0588,-1,-1,0.0038,0.0085,2.2129,-1,0.075,-1,0.0037,0.0094
-1,0.0018,0.014,-1,-1,-1,0.065,7e-4,0.0032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0011,-1,-1,-1,-1,-1,9e-4,-1,-1,-1,-1,-1,-1,0.788,-1,-1,-1,-1,-1
0.0546,-1,0.0075,0.83235764,0.0024,0.0336,-1,0.0013,0.0075,0.0798,0.0404,0.002,0.0031,0.0058,2.8214,-1,0.0611,0.0035,0.0038,0.0112
0.0644,-1,-1,1.10348264,-1,-1,-1,7e-4,0.0074,0.0648,-1,2e-4,0.0045,-1,2.9963,0.0021,0.0607,0.0034,0.0036,-1
0.0499,-1,0.0078,0.8482066,-1,0.0385,-1,9e-4,0.0037,0.0939,-1,-1,0.002,0.0057,0.7435,-1,0.0687,0.0032,0.0021,0.0108
-1,-1,-1,0.93627465,7e-4,0.0291,-1,6e-4,-1,0.0616,-1,7e-4,0.0034,-1,-1,-1,-1,-1,0.0037,-1
0.0818,0.0018,0.0205,0.60199167,-1,0.0528,-1,7e-4,-1,0.0656,-1,-1,-1,0.0064,-1,-1,0.1182,0.0044,-1,-1
-1,-1,0.0123,-1,-1,-1,-1,-1,-1,-1,0.0333,0.0014,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6e-4,0.0032,-1,-1,-1,-1,0.0055,-1,-1,-1,-1,-1,-1
0.0432,-1,0.0093,-1,0.0017,-1,-1,-1,-1,0.0549,-1,3e-4,-1,-1,0.7926,-1,-1,-1,-1,-1
0.0685,-1,0.0093,0.74061111,-1,0.0305,-1,-1,0.0036,-1,0.0361,-1,-1,0.0055,3.9751,-1,-1,-1,0.0049,-1
0.0563,5e-4,-1,-1,0.0016,-1,-1,6e-4,-1,-1,-1,-1,-1,-1,0.9736,-1,-1,-1,-1,-1
0.0607,9e-4,-1,0.71072553,-1,-1,-1,7e-4,-1,0.0543,-1,-1,-1,-1,0.8581,-1,0.086,-1,0.003,-1
-1,-1,-1,-1,-1,-1,-1,7e-4,0.0044,-1,-1,-1,0.0027,0.0065,1.4077,-1,-1,0.0048,-1,-1
-1,-1,0.0095,-1,-1,-1,-1,-1,-1,-1,-1,1e-4,0.0027,-1,0.8641,-1,-1,-1,0.0043,-1
-1,-1,0.0172,1.02262726,0.0025,-1,-1,-1,-1,0.0622,-1,-1,0.003,0.0097,0.9517,-1,-1,0.003,0.0039,0.0157
-1,-1,-1,0.70149826,9e-4,-1,-1,-1,-1,0.0646,-1,-1,0.0022,0.0083,1.4203,-1,-1,-1,0.0028,-1
0.0717,6e-4,0.0082,0.85334722,-1,0.0269,-1,-1,-1,0.0624,-1,-1,0.002,0.0098,3.6464,-1,0.0603,-1,0.0047,0.0083
0.0902,-1,-1,0.93778993,0.001,0.0316,-1,-1,0.0035,0.0732,0.0482,-1,-1,-1,3.9024,-1,0.0951,0.0037,0.0038,0.0107
0.0783,0.0023,0.0177,1.25822743,0.0011,0.029,-1,0.0014,0.0051,0.0656,0.0545,-1,0.0025,0.0087,4.1372,-1,-1,0.0046,0.0048,0.0114
0.0476,0.0021,0.042,0.60461944,8e-4,-1,-1,0.001,-1,-1,0.0336,-1,-1,-1,1.7144,-1,-1,0.004,0.0025,-1
-1,6e-4,-1,-1,-1,-1,-1,-1,-1,-1,0.0335,-1,0.0016,0.0068,-1,-1,-1,0.004,0.0025,-1
0.0433,-1,0.0173,0.77001389,-1,-1,-1,6e-4,0.0032,0.0554,-1,0.0011,-1,0.0098,1.8381,1e-4,-1,0.003,-1,0.0102
-1,0.0014,-1,-1,-1,0.0346,-1,-1,0.0042,0.0846,-1,0.0026,-1,0.007,-1,-1,0.0593,0.0055,0.004,-1
0.0483,5e-4,0.0094,0.7780434,-1,-1,-1,-1,0.0039,0.0665,-1,-1,-1,-1,-1,0.0014,0.0697,0.0031,0.002,0.0109
-1,-1,-1,0.58365278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9018,-1,0.0615,-1,-1,-1
0.0655,0.0014,-1,0.75388889,-1,-1,-1,6e-4,-1,-1,-1,-1,0.0037,0.0078,4.0178,-1,-1,0.0029,0.0048,-1
0.0757,-1,-1,0.87322569,0.0016,-1,-1,5e-4,0.0038,0.0666,0.0487,-1,0.0032,0.0113,4.3854,0.0018,0.0691,0.003,0.0061,0.01
0.0884,0.0023,0.0077,0.63818576,-1,0.0269,-1,-1,0.0035,0.0617,0.0457,2e-4,0.0034,-1,2.8055,-1,0.0938,-1,0.0038,-1
-1,7e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0022,-1
-1,-1,0.017,0.69967014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0.5834184,7e-4,-1,-1,-1,-1,0.0546,-1,9e-4,-1,-1,-1,-1,-1,-1,0.0021,-1
0.0422,-1,0.0086,-1,0.0014,-1,-1,-1,0.0074,0.0542,-1,-1,0.0021,0.0073,1.2762,-1,-1,0.003,0.0024,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9949,-1,-1,-1,0.002,-1
-1,-1,-1,-1,0.0024,-1,0.0726,-1,0.0038,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0022,-1
-1,9e-4,0.0149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0553,0.0011,-1,0.6318941,-1,0.0472,-1,-1,0.0054,0.1019,0.0415,-1,0.0058,-1,-1,-1,0.0847,0.0038,0.0099,0.0096
0.0433,4e-4,0.0117,0.80655278,-1,-1,-1,8e-4,-1,-1,-1,-1,-1,0.0058,1.0532,-1,-1,-1,0.0022,-1
0.0583,-1,-1,0.96164826,0.0023,0.0362,0.0025,-1,0.0054,0.0644,-1,-1,-1,0.0051,1.3915,-1,-1,-1,0.0029,0.012
-1,6e-4,-1,0.65091285,-1,-1,-1,6e-4,0.0056,-1,-1,1e-4,-1,0.0076,-1,-1,-1,-1,-1,-1
-1,5e-4,-1,0.65990972,0.0017,-1,-1,7e-4,0.0036,0.0585,-1,-1,-1,0.0078,-1,-1,0.0703,0.0031,0.0028,-1
0.0436,-1,0.0111,1.27325694,0.0016,0.0303,-1,7e-4,0.0041,0.0962,-1,0.0021,0.0032,0.0062,1.6788,-1,-1,0.0052,0.0024,0.0123
0.0486,7e-4,-1,1.36745312,-1,-1,-1,0.0014,-1,0.0889,-1,-1,0.0025,-1,0.8332,-1,0.0701,0.0057,0.0025,0.0092
0.0669,0.0016,0.016,0.66000347,-1,-1,-1,-1,0.0031,0.0725,0.0391,0.0038,0.0044,0.0091,2.1328,0.003,0.062,0.0033,0.0032,0.013
-1,0.0012,0.0098,0.62672847,-1,-1,-1,-1,-1,0.0863,-1,-1,-1,0.0089,0.934,-1,-1,-1,-1,-1
0.0505,0.001,0.037,1.41105556,4e-4,0.041,0.0032,-1,0.0039,0.1072,-1,2e-4,0.0032,0.0067,1.6822,8e-4,0.0731,0.0052,0.0065,0.0127
0.0525,-1,0.0101,2.02157639,0.0025,0.0565,0.0066,9e-4,0.0048,0.08,0.0369,0.0017,0.0113,0.0118,2.5154,-1,0.1637,0.0052,0.0109,0.0294
-1,-1,-1,-1,-1,0.0282,0.0031,-1,-1,0.0565,-1,-1,0.0032,-1,-1,9e-4,-1,-1,0.005,0.0098
-1,0.0037,-1,1.11980556,-1,-1,-1,-1,0.004,0.0974,-1,-1,0.0026,0.0114,-1,0.0021,0.0612,0.0046,0.0031,0.0116
-1,8e-4,0.0196,1.26698437,-1,0.0278,-1,0.0011,-1,0.0926,-1,-1,0.0027,0.0061,1.0453,-1,0.0596,0.0035,0.0046,0.0106
-1,4e-4,-1,0.82425174,0.0013,-1,-1,7e-4,-1,-1,-1,5e-4,0.0022,0.007,1.6496,0.0022,-1,-1,0.0035,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0636,-1,-1,0.0025,-1,-1,-1,-1,-1,0.0047,-1
-1,-1,-1,0.75931424,0.0014,-1,-1,-1,0.0043,-1,-1,0.0017,0.0021,0.0055,0.9595,-1,-1,-1,-1,0.0084
-1,0.0013,0.0073,-1,-1,0.029,-1,5e-4,0.0044,0.0603,-1,-1,0.0027,0.0052,-1,-1,-1,0.0037,0.003,0.0085
-1,0.0013,0.0116,0.69522674,0.0012,-1,-1,-1,-1,0.0584,-1,-1,0.0016,0.007,-1,-1,-1,0.003,0.0024,0.0092
0.0654,0.002,0.0213,1.13676042,-1,0.046,0.0044,9e-4,0.0043,0.1419,0.045,0.0019,0.0024,0.0124,1.3035,-1,0.1201,0.0047,0.0045,0.0253
0.0723,0.001,-1,1.36091667,-1,0.0649,-1,0.0012,0.0051,0.1069,0.0426,0.0015,0.0045,0.0115,2.2185,-1,0.0925,0.005,0.0071,0.0218
0.0643,-1,0.0111,0.694375,-1,-1,-1,5e-4,0.0043,-1,-1,-1,0.0018,-1,1.4533,-1,0.077,-1,0.0039,0.0104
-1,5e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0129,-1,8e-4,-1,-1,-1,-1
-1,-1,0.008,-1,-1,-1,-1,5e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0098
-1,-1,0.0188,-1,-1,-1,-1,6e-4,-1,-1,-1,-1,-1,0.0095,-1,-1,0.059,0.0031,-1,0.0122
0.0784,0.0014,-1,0.75929931,-1,0.0434,0.0043,-1,0.0074,0.157,0.039,-1,0.0031,-1,-1,-1,0.1272,0.0066,0.0059,0.0134
-1,-1,0.0112,1.9409809,8e-4,0.0373,0.0031,-1,0.0035,0.0798,-1,-1,0.0039,0.0064,-1,-1,-1,-1,0.0094,0.0187
0.0449,-1,0.0133,0.94966319,-1,-1,-1,-1,-1,-1,-1,3e-4,0.0016,-1,0.8623,-1,-1,-1,0.0054,-1
0.0933,9e-4,-1,0.64221354,-1,0.0268,-1,-1,-1,0.0612,0.04,-1,-1,-1,1.1025,-1,0.1793,-1,-1,-1
-1,-1,-1,-1,6e-4,-1,-1,-1,0.0031,-1,-1,-1,-1,0.0063,1.005,-1,-1,-1,-1,-1
0.042,-1,-1,-1,-1,-1,-1,-1,0.0044,-1,-1,-1,0.0028,-1,-1,-1,-1,-1,0.0034,-1
-1,-1,0.0118,-1,7e-4,0.0514,0.0128,8e-4,-1,0.0703,-1,0.003,0.0047,-1,-1,-1,-1,-1,0.0072,0.0309
-1,0.0014,-1,0.65589493,9e-4,0.0301,0.005,0.0014,-1,0.0619,-1,0.003,0.002,0.0095,-1,-1,-1,-1,0.0043,0.0133
-1,-1,0.0106,-1,8e-4,-1,0.0653,-1,-1,-1,-1,3e-4,-1,-1,-1,-1,-1,-1,-1,0.0089
-1,0.0014,0.0274,-1,0.0014,0.0371,0.0618,-1,0.0061,-1,-1,-1,-1,0.0056,-1,-1,-1,-1,0.0041,-1
-1,6e-4,0.0118,-1,-1,-1,0.0072,-1,-1,-1,-1,-1,0.0017,-1,1.0322,-1,-1,-1,0.0037,-1
-1,0.0017,0.0154,0.77706424,0.0017,0.0355,0.0081,5e-4,0.0041,0.1031,0.049,-1,-1,0.0079,1.1859,-1,-1,0.0078,0.005,0.0129
0.0467,0.0016,0.0071,0.77358611,-1,0.0355,-1,6e-4,-1,0.0961,0.0553,0.0028,0.0024,0.006,0.766,6e-4,0.0646,0.0085,0.0039,0.0162
0.0627,-1,-1,-1,-1,0.0463,-1,-1,0.0104,0.1203,0.0398,-1,0.0033,-1,-1,-1,0.1101,0.0039,0.0041,0.0133
0.0544,0.0023,0.0129,0.91023333,0.0035,0.0399,0.0098,8e-4,0.0074,0.1421,0.0605,-1,0.0045,0.0126,1.1173,-1,0.0944,0.0081,0.0076,0.0242
-1,0.0012,-1,1.48509375,8e-4,-1,-1,-1,-1,-1,-1,-1,0.0022,-1,1.5265,-1,-1,-1,0.0044,-1
-1,-1,-1,-1,0.0022,-1,-1,6e-4,-1,-1,-1,-1,-1,0.0052,0.8045,-1,-1,-1,-1,-1
0.0583,4e-4,0.0194,-1,0.0012,0.053,0.0087,6e-4,0.0061,0.0583,-1,0.0021,0.0044,0.008,-1,-1,0.1999,0.004,0.0052,0.0399
-1,0.0012,-1,0.7376969,-1,0.0291,-1,6e-4,0.008,-1,-1,-1,0.0033,-1,-1,-1,-1,-1,0.0025,0.01
-1,7e-4,0.0129,-1,0.0016,0.032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0.64288889,-1,-1,-1,-1,0.0043,-1,-1,-1,0.0022,-1,-1,-1,-1,0.003,0.003,-1
-1,-1,0.0186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0596,-1,0.0234,-1,0.0013,0.0433,0.0037,-1,-1,0.0708,0.0768,-1,0.0031,0.0061,0.8629,5e-4,0.1009,0.0034,-1,0.0125
0.0509,0.0012,0.0277,-1,-1,0.0342,-1,0.0013,0.0042,-1,0.0591,6e-4,-1,0.0089,0.8967,-1,0.0645,-1,-1,0.0139
-1,-1,-1,-1,-1,0.0343,-1,-1,-1,-1,-1,2e-4,-1,-1,-1,-1,-1,-1,-1,-1
0.0578,-1,-1,-1,-1,0.0336,-1,-1,0.0037,0.069,0.0337,-1,0.0029,0.0072,-1,-1,0.0673,0.0044,0.005,0.0148
0.0517,-1,-1,-1,-1,0.0377,0.0048,-1,-1,0.0657,0.0422,5e-4,0.0051,0.0059,0.9158,-1,0.0849,-1,0.005,0.0113
-1,-1,0.0108,0.59562118,-1,0.0289,-1,-1,-1,-1,0.0347,-1,0.0073,0.0055,-1,-1,-1,-1,0.0085,0.0129
-1,8e-4,0.0143,-1,-1,0.0279,0.0042,-1,0.0032,-1,0.0379,0.0017,0.0043,-1,-1,-1,-1,-1,0.0067,0.011
-1,-1,-1,-1,0.0017,-1,-1,6e-4,-1,-1,0.0475,1e-4,-1,0.0069,0.7303,-1,-1,-1,0.0026,0.0092
0.0633,-1,0.0111,1.08970069,0.0013,0.0758,0.0064,-1,0.0049,0.1159,0.0587,-1,0.0033,-1,1.0032,0.0019,0.1174,0.0045,0.006,0.0221
0.0724,0.0015,-1,1.35732118,0.0044,0.1017,0.0163,7e-4,0.0086,0.1972,0.1038,0.0016,0.0119,0.0113,1.6112,-1,0.111,0.0077,0.0152,0.0429
0.0793,0.0027,-1,1.93033646,0.0032,0.0573,0.0063,9e-4,0.0062,0.1799,0.0978,0.0015,0.0063,0.0118,1.4737,0.0014,0.1694,0.0078,0.0096,0.031
0.0809,-1,0.0095,1.44668819,9e-4,0.0449,0.0094,0.0013,0.0062,0.1585,0.0682,0.0029,0.0041,0.0079,1.367,2e-4,0.1266,0.0059,0.0068,0.0278
-1,0.0011,-1,0.89108854,-1,0.0414,-1,-1,0.0054,0.0662,0.0494,-1,0.0035,-1,0.8704,-1,0.0607,-1,0.0067,0.0146
-1,7e-4,-1,-1,6e-4,-1,0.0025,-1,-1,-1,0.0349,-1,-1,0.0054,-1,-1,-1,0.003,-1,0.0108
-1,0.001,0.0067,-1,-1,-1,0.003,-1,-1,-1,-1,-1,-1,0.0057,1.1163,-1,-1,-1,0.0025,0.0097
0.0535,0.0017,0.0214,0.80267465,0.001,0.0388,0.0029,-1,0.0058,0.1475,0.0527,-1,0.0029,0.0086,1.3531,-1,0.0776,0.0067,0.0035,0.0191
0.0432,-1,0.0104,1.71725868,0.0016,0.0474,0.0043,7e-4,-1,0.1282,0.0428,0.0033,0.004,0.007,0.9977,-1,0.0713,0.004,0.0057,0.0186
-1,-1,0.0085,0.94141493,-1,0.0337,-1,0.001,0.0039,0.0599,-1,-1,-1,0.007,-1,-1,-1,-1,0.004,-1
-1,-1,0.0068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0016,0.0135,-1,-1,-1,-1,-1,0.0032,-1,0.049,5e-4,0.0019,0.0059,0.9548,-1,-1,-1,0.002,0.0123
-1,0.0016,-1,0.58977431,0.0018,-1,0.0042,-1,-1,-1,-1,5e-4,0.002,0.006,-1,0.0012,-1,-1,0.0024,0.0099
-1,4e-4,0.0069,-1,-1,-1,0.2505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0555,5e-4,-1,-1,-1,0.0388,-1,-1,-1,0.0671,-1,-1,0.009,0.0066,0.9364,-1,0.0616,-1,0.0075,0.0126
0.047,0.0011,-1,0.83420833,-1,0.0289,0.0056,0.001,-1,0.0991,0.0346,-1,0.002,-1,0.7753,-1,-1,0.0056,0.0049,0.0127
-1,-1,0.0102,-1,-1,-1,-1,8e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4e-4,0.0092,1.00421597,-1,-1,-1,6e-4,-1,-1,-1,2e-4,0.0026,0.0056,0.9503,-1,-1,0.0036,0.0022,0.0095
0.0435,-1,0.0142,-1,-1,-1,-1,6e-4,-1,-1,0.0386,-1,0.004,0.008,0.8693,-1,0.0605,-1,0.0037,0.013
-1,0.0015,-1,-1,8e-4,-1,-1,8e-4,0.0036,-1,-1,-1,0.0052,0.0053,-1,-1,-1,-1,0.0054,-1
0.0445,-1,-1,0.72729062,0.0016,0.0431,0.0053,0.001,0.0049,0.0945,0.0339,0.0012,0.0088,0.0066,-1,-1,0.0697,0.0036,0.0081,0.0188
-1,0.0015,0.0101,-1,-1,-1,-1,6e-4,-1,-1,-1,0.001,-1,-1,0.9511,-1,-1,-1,0.0021,-1
0.0456,-1,-1,0.64614757,0.0012,0.0278,-1,-1,-1,0.0805,-1,-1,0.0027,0.0095,1.0907,-1,-1,-1,0.0031,0.01
0.0448,-1,-1,-1,0.0012,-1,-1,-1,-1,-1,-1,-1,0.0108,-1,-1,-1,-1,-1,0.0064,-1
-1,0.0015,-1,0.84836806,-1,-1,-1,0.0012,-1,-1,-1,-1,0.0036,-1,1.2175,-1,-1,-1,0.0041,0.0084
