Al,As,Ba,bc,Br,Ca,Cl,Cr,Cu,Fe,K,Mn,Ni,Pb,S,Se,Si,Ti,V,Zn
0.0732,0.0014,0.0104,0.70792063,0.0016,-1,0.001,4e-4,0.002,0.0409,0.0408,0,0.0017,-1,3.4208,0,0.0405,-1,-1,0.0096
0.0625,0.0013,-1,0.58154172,0.0011,-1,0.001,0,0.0026,0.0537,0.0326,0,4e-4,0.0095,1.4685,0.0027,0.0724,0.0028,0.0011,0.0057
0.0328,0,0,0.51058883,0,-1,0,8e-4,0.0011,0.0647,0.0173,0.0021,0,0.0014,-1,4e-4,0.0532,0.0031,0.001,-1
0.038,0.0013,0.0155,0.46219871,0,0.0288,0.0025,9e-4,0.0068,-1,0.0173,0.0053,8e-4,0.0034,-1,0,0.0468,0.0045,0.001,0.0178
0.0494,-1,0.0265,0.99725455,0,0.0282,0.0016,9e-4,0.0031,0.0903,0.0244,0,8e-4,0.0042,0.7972,0,0.073,-1,0.0015,0.0123
0.0267,0.001,0.0268,0.68666695,0,0.0206,6e-4,6e-4,0.0052,0.0441,0.0175,0,7e-4,0.0053,0.4569,0,0.0382,0.0022,6e-4,0.0033
0.0176,0.0016,0.0036,0.37970565,0,0.0123,0.001,1e-4,0,0.0317,0.0189,0,1e-4,0.0057,-1,0,-1,0.0016,0.001,0.0033
0.0063,-1,0.012,-1,0,0.0196,0.0507,2e-4,0.0027,0.0482,0.0191,0.0031,-1,-1,0.4393,0,0.016,0.0019,-1,0.0214
0.0414,0.0012,0.0116,0.40322184,2e-4,0.024,0.0015,3e-4,0.0066,0.08,0.0238,0.004,-1,0.0052,0.9219,0,0.043,0.002,3e-4,0.0152
0.0857,0,0.0012,0.95400105,0.0025,0.0344,0.0021,3e-4,0.0043,0.1106,0.0418,0,0.0021,0.0049,-1,0,0.094,0.0057,0.0017,0.0244
-1,8e-4,0.0217,1.58543945,-1,-1,0.006,3e-4,0.0087,-1,0.0458,0,0.0017,0.0032,2.3894,0,0.0777,0.0043,0.0023,0.0138
0.0346,-1,0.0345,0.3521337,0.001,0.0251,0.002,3e-4,2e-4,0.0565,0.0185,8e-4,0.001,0.0052,0.247,0,0.0519,0.0017,0.0042,0.008
0.0233,0,0.009,0.41897578,0.002,0.0303,0.0753,0,0.0015,0.0418,0.0197,3e-4,-1,0.0053,0.1852,0,0.0412,0.0038,0.003,0.0042
0.0191,0.0016,0.0078,-1,0.003,0.0206,0.0047,3e-4,0.0014,-1,0.0402,0,0.0026,0.0077,0.5812,-1,-1,0.0028,0.0039,-1
0.0387,-1,0.0135,0.50375077,0,0.0118,0.0031,0.0011,0.0028,0.0465,0.042,0,0.001,0.0056,0.5589,0,0.0385,0.0024,-1,0.0075
0.052,0.001,0.0135,-1,0.0017,0.0254,-1,3e-4,0.0063,0.0787,-1,0,7e-4,0.0113,0.9972,0,0.0714,0.0016,8e-4,0.013
0.0239,0,0.016,0.69745844,0.0016,0.0275,0.0355,2e-4,0.0016,-1,0.0249,0,8e-4,0.0071,0.5592,0,0.0244,0.0024,0.0031,0.0081
0.042,-1,0.0057,0.73288486,-1,0.0163,5e-4,0,0.0046,-1,-1,0.0014,-1,0.0046,1.4238,0,0.0313,0.0037,7e-4,0.0097
0.0413,0,8e-4,0.3519899,0,0.0215,0.001,9e-4,-1,-1,0.0229,0,6e-4,0.0081,0.6879,0,-1,0.0017,3e-4,0.0155
0.0379,0.0016,0.0143,0.4297978,0,0.0234,0.0011,-1,9e-4,0.0346,-1,0,-1,0.0059,0.6097,0,0.0613,0.0028,0.0011,0.006
0.0179,0,-1,0.20426718,0.0011,0.0144,6e-4,0,0.0031,0.0472,0.0275,6e-4,-1,0.0112,0.6415,0,0.0399,-1,9e-4,0.0097
0.0572,0.0021,0.0025,0.61837361,0.0022,0.0242,0.0013,4e-4,0.0055,0.0913,0.0901,0,-1,0.0094,0.7924,0,0.0758,0.0035,0.0018,0.0123
0.0223,0,0.0211,0.19092629,5e-4,0.0126,5e-4,0.0025,0.005,-1,0.0351,0,6e-4,0.0034,0.6253,0,0.0358,0.0017,8e-4,0.0078
0.0125,0.0015,0.0238,0.33576938,0.0029,0.0128,5e-4,0,0.0026,0.0368,0.0362,0,-1,0.0091,0.9061,0,0.036,0.0016,0.0015,0.007
0.0328,9e-4,0,0.57238312,0,0.0256,0.0012,6e-4,0.0051,0.0726,0.025,0.006,7e-4,0.0026,0.6851,0.003,0.0321,-1,9e-4,0.0301
0.0489,0,0.0246,0.32222626,0,0.0342,0.0027,0.0014,0.0054,0.0787,0.0203,0.0038,0.001,0.0054,0.3301,0,-1,-1,3e-4,0.0172
0.0145,0.0011,4e-4,0.26570375,0,0.0222,0.0011,4e-4,0.0023,0.0312,0.0111,-1,4e-4,0,0.1624,0,0.0249,0.0013,-1,0.007
-1,0,0,0.3134121,0,0.028,0,2e-4,0.0041,0.0463,0.0156,0.002,6e-4,0.0066,0.2896,0,0.0279,0.0022,9e-4,0.0094
-1,-1,0.0036,0.56221439,0,0.0264,0.0013,0.0014,0.0055,0.0771,0.0253,0,-1,0.0076,0.4378,0,0.0625,0.0036,0.0018,-1
0.0244,0,0.0031,-1,8e-4,-1,0.0782,9e-4,0.0022,0.013,0.013,0,4e-4,0.0089,0.3263,0,0.0125,3e-4,0,0.0025
0.0322,0,0.0097,-1,-1,0.0147,9e-4,4e-4,0,-1,0.0115,0,0,0.0077,0.2825,0,0.036,0.0017,0,0.0064
0.0351,0,0,0.28670312,0,0.0323,8e-4,1e-4,0.0053,0.0787,0.0397,0.006,8e-4,0.0048,0.3676,0,-1,0.0021,9e-4,0.0152
0.0564,0.0015,0.0043,1.03396875,-1,0.0333,0.0017,3e-4,0.0076,0.0846,0.0568,0.0013,0.0018,0.0066,1.3602,0,0.0806,0.0032,0.003,0.0178
0.0598,4e-4,0,-1,0.0017,0.0353,0.0024,-1,0.0048,-1,0.0546,0.0012,0.0011,0.0088,1.5224,0,0.0943,0.0061,0.0025,0.0205
-1,3e-4,0.0149,0.98130556,0,0.025,0.0012,-1,0.004,0.0767,0.0336,9e-4,4e-4,0.0015,0.7061,1e-4,-1,0.0021,0.0013,0.0119
0.0442,8e-4,0.0212,-1,0,0.0413,-1,0.0014,-1,0.0693,0.0291,0,0.0011,0.0046,0.4848,0,-1,0.0014,0.0019,0.011
0.0366,0.0021,-1,0.43330174,8e-4,0.0145,-1,0,0.0038,0.0442,0.0388,0.0021,0.0016,0.0114,0.675,0,-1,0.0026,0.0018,0.0102
-1,0.0013,0,0.79022222,1e-4,0.0268,0.004,1e-4,0.0024,0.0634,0.0725,0,0.0029,0.0113,1.1429,0,0.0375,0.0025,0.0019,-1
0.0614,-1,0.021,1.33847708,0.0028,0.0433,0.0066,0.0011,-1,-1,-1,0.0016,0.0035,-1,1.56,0,0.0874,0.0072,0.0037,0.0278
0.0375,0,0.0135,-1,0.0021,0.0262,0.0029,5e-4,0.0061,0.0688,0.0296,0,0.0026,0.0071,0.8219,0,0.0463,0.003,0.0049,0.0083
0.0214,9e-4,0,1.52346608,0,0.0255,0.0029,2e-4,5e-4,0.0695,0.0112,0.0017,0.0025,5e-4,-1,0,0.0259,0.0023,0.0031,0.0106
0.0441,0.0012,0,0.66663715,0,0.0265,0.0019,0,0.0033,0.0838,0.025,0.0032,5e-4,0.0088,0.9252,8e-4,0.043,-1,3e-4,0.0172
0.0381,0,0.0012,0.6108125,5e-4,0.0304,0.0022,0,0.0038,0.0998,-1,0,0.001,5e-4,0.5299,0,0.0598,0.0056,0.0013,0.0141
-1,0.0012,-1,0.91750694,0.0021,0.0293,-1,0,0.0056,0.0508,0.0362,0,0.0017,0.0075,1.1556,-1,0.0472,0.0035,0.0041,0.007
0.0199,7e-4,0,0.68346181,0,0.0079,0.0026,-1,1e-4,0.0244,0.0164,0,0.0019,0.0082,0.735,0,-1,7e-4,-1,0.0082
0.0151,0.0013,0.0144,0.654575,0,0.027,0.0158,-1,2e-4,0.0523,0.0161,0,0.0011,0.003,0.4658,0,0.0157,0.0018,0.0012,0.0075
0.027,8e-4,0.021,0.90102292,3e-4,0.0163,0.001,9e-4,-1,0.0502,0.0118,8e-4,0.0011,0.0061,0.7083,0,-1,0.0022,0.0018,0.0061
0.0302,-1,-1,1.01355556,-1,-1,0.0031,0.0026,0.0038,0.0825,0.0167,-1,-1,0.0023,1.4563,0,0.0352,0.0034,0.0032,0.0067
0.0413,0,0.0246,1.7314059,0.0028,0.0395,0.3588,-1,0.0025,0.0679,0.0289,7e-4,5e-4,0.0063,0.4062,0,0.0544,0.0033,0.0013,-1
0.0491,-1,0.0244,0.52751319,0,0.0263,0.0018,5e-4,0,0.0544,-1,0,0,0.004,0.6791,3e-4,0.0646,-1,0.0014,0.0056
0.0381,0.0019,0.0448,-1,0,-1,0.0026,-1,0,0.0606,0.0247,0.0013,9e-4,0.0107,0.2836,0,0.0296,0.0025,9e-4,0.0137
0.0271,0.0013,0.0127,0.31633056,7e-4,0.0144,4e-4,3e-4,0.0059,0.032,0.0256,0,-1,0.0106,0.6196,0,0.0259,-1,3e-4,0.0066
0.0343,0.0011,0.0106,0.32376736,-1,0.0255,0,3e-4,0.002,0.048,-1,0,0.0013,7e-4,0.4435,0,0.0346,7e-4,0.0012,0.0133
0.0605,2e-4,0.0052,0.82827951,0.0013,0.05,0.005,6e-4,0.0062,0.1666,0.0615,0.0024,0.0047,-1,0.9853,0,0.0774,0.0055,0.0063,0.0311
0.0342,0,0,1.32638021,8e-4,0.0348,0.0046,6e-4,0.0034,0.0514,0.0507,0,0.0028,0.01,0.6277,0,0.0559,0.0034,0.0044,0.0136
0.0243,0,0.0208,0.36657465,-1,0.0152,0.0026,0,0.0064,0.0232,0.0339,-1,0.001,0.0064,0.5004,0,0.0205,0.0015,0.0016,0.0074
0.0413,0,0.008,0.54529722,-1,0.0287,0.0244,3e-4,0,-1,0.0457,0.0015,-1,0.0089,0.4918,0,0.0437,0.0024,0.0038,-1
0.0261,0,-1,0.61225,5e-4,0.0247,0.0124,-1,0.0036,0.0614,-1,-1,-1,0.0016,0.6576,0,0.0349,0.0027,0.0037,0.0129
0.0515,0.0028,0.0067,0.73357639,0.0051,0.0388,-1,5e-4,0.0063,0.0732,0.0749,9e-4,0.0051,0.0157,1.0984,0,0.049,0.0042,0.0039,0.0248
0.0809,0.0018,0.0246,1.86204201,0.0046,0.0496,0.0085,6e-4,0.0053,0.1337,0.097,0.0012,-1,0.0104,-1,0,0.1168,0.0063,0.0039,-1
0.0372,0,0.0049,1.00511458,0,0.0259,0.0034,-1,0.0032,0.0447,0.0337,0,0.001,0.0039,0.8236,0,0.0337,0.0013,0.0013,0.0102
0.0502,0,0.0068,1.48384549,0.0071,0.0317,0.0076,1e-4,-1,0.0875,0.0584,0,0.0048,0.0083,3.2297,0,0.0545,-1,-1,0.0246
0.0305,0,0.006,0.77151042,7e-4,0.0244,0.0023,0,8e-4,0.0325,0.024,0,0.0011,0.0031,0.7262,-1,0.0322,7e-4,0.0034,0.0049
0.0185,0,0.0159,0.39783333,0,0.0205,0.1194,1e-4,-1,0.0249,-1,0,3e-4,0.0041,0.4501,0,0.0159,6e-4,9e-4,0.0022
0.0201,3e-4,0.0062,0.13930069,0,0.0158,0,0,7e-4,0.0151,0.0129,0,5e-4,0.006,0.4336,0,0.0301,3e-4,7e-4,0.0013
0.0259,-1,6e-4,0.35478958,0.0027,0.0197,0.0032,0.0011,0.005,0.0385,0.0353,0.0015,0.0025,0.007,-1,0,0.0306,0.0015,0.0021,0.0177
-1,-1,0.0119,0.51790521,0,0.0251,1e-4,-1,0.0023,0.0437,0.0284,0.0018,-1,0.005,0.604,0,-1,0.001,8e-4,-1
0.0352,0,0.0043,0.46252431,6e-4,0.028,0.0024,4e-4,0.0013,0.0715,0.0489,0.0017,0.0046,0.0049,0.959,0,0.0479,0.0022,0.0026,0.023
0.0471,0.0018,0.0046,0.75518229,0.0015,0.0339,0.0054,4e-4,-1,0.0514,0.0414,0,0.0017,-1,0.9405,0,0.0509,0.0022,0.0025,0.0125
0.0421,0.0015,0.0113,0.23647431,-1,0.0226,0.001,-1,0.0036,0.0334,0.0289,0,3e-4,0.0049,0.4032,0,0.046,0.0018,-1,0.0083
0.0601,0,0,0.46219931,0,0.0292,0.0025,0.0014,0.0028,0.0534,0.0589,0,0.0014,0.0043,0.7749,0,0.089,0.0034,0.0012,0.0108
0.0421,0,0.0154,0.50978819,0.0064,0.0363,0.0043,8e-4,0.0051,0.0638,0.071,0,0.0025,0.0068,0.7635,0.0019,0.0782,0.0049,0.0016,0.0156
0.0464,0,0.0263,0.96680556,0.0018,0.0502,0.0078,0.0012,0.0019,0.1587,0.0771,0.0061,0.0047,0.0038,1.2034,0,0.0794,0.0042,-1,0.044
0.0313,0,-1,0.64936458,3e-4,0.0238,0.0046,0.001,0.0045,0.1178,0.0345,-1,0.0027,0.0048,0.6301,0,0.0397,0.0029,0.0024,0.0147
0.0376,5e-4,0,0.53878472,0,0.0244,0.0026,0.0011,0.0015,0.0517,0.0309,0,0.0017,0.0066,1.1176,0,0.0382,-1,0.0026,0.0143
0.0447,-1,0,-1,-1,0.0208,0.0038,-1,0.0015,0.0448,0.0447,0,0.0026,0.0061,1.8499,-1,0.0458,0.0023,0.0034,0.0127
0.0768,0,0.0244,1.16077083,0.0062,0.0237,0.0032,0.0011,0.0074,0.0567,0.0612,8e-4,0.0013,0.0102,2.712,0,0.0476,0.0027,0.0033,0.0303
0.016,0.001,0.0017,0.48605556,-1,-1,0.0017,1e-4,-1,0.0533,0.0257,0.0029,-1,0.0061,0.4619,0,0.0269,0.0019,0.0012,0.024
0.0536,0,-1,0.9639809,0.0011,0.0404,3e-4,1e-4,0.0035,0.1014,0.0358,0.0018,0.0017,0.0044,0.755,0.0028,0.0798,0.0034,0.0011,0.0334
0.025,7e-4,0.0064,0.37702778,4e-4,0.03,4e-4,6e-4,0.0028,0.0506,0.0292,0.0033,0.0029,0.0011,0.6332,0,0.0382,0.0018,0.0023,0.0139
0.0545,0.0011,0.0154,0.71121528,0,0.0448,-1,0.0011,0.0036,0.0768,0.0439,0.0024,0.0018,0.0069,-1,0,0.0785,0.0056,0.0026,0.0196
0.0391,0,0.0109,0.70941667,0.0014,0.0489,0.0024,5e-4,0.0037,0.0804,0.0448,0,-1,0.0099,-1,0,0.0737,0.0031,0.0032,0.0182
0.0121,-1,-1,0.24534479,0,0.0108,2e-4,0,0.0023,0.0166,0.0196,-1,7e-4,0.0012,0.4585,0,-1,-1,9e-4,0.0024
0.0196,0.0012,0,-1,5e-4,0.0187,0.0016,1e-4,0.0013,0.0328,0.0239,0,0.0029,0.002,-1,0,0.0269,6e-4,-1,0.0059
-1,0,0.0026,0.17898212,0,0.013,0,0,0,0.0155,0.0097,-1,7e-4,0.0034,0.4677,-1,0.0111,0.0015,3e-4,0.002
0.0226,-1,0.0285,0.15643403,0.0028,0.0134,0.0029,7e-4,0.0041,0.0377,0.0204,0,0.0014,0.0081,0.2972,0,0.03,0.0021,0.0012,0.0049
0.0306,5e-4,0.0415,0.43849028,0,0.0156,0.0012,3e-4,0.0026,0.0293,0.0122,-1,0.0011,0.0061,0.4049,0,0.0182,0.0013,-1,-1
0.02,0,0.002,0.26092882,1e-4,0.0433,0.001,0.001,3e-4,0.0402,-1,0,0.001,-1,0.3849,0,0.0467,0.0017,0.0011,0.0175
0.0319,0.0015,-1,0.24990243,-1,0.0264,0.0015,2e-4,2e-4,-1,0.0308,0.0016,0.001,0.0064,0.4844,0,0.0571,-1,0.002,0.0133
0.052,0,0.0059,0.40832292,0.0045,0.0323,0.0065,5e-4,0.005,0.0762,0.064,0,0.0021,0.0133,1.0532,0,0.0577,0.0039,0.0031,0.0223
0.0371,0,0.0062,0.56599792,0,0.0257,0.0024,0,0.0035,0.0445,0.0351,-1,0.009,0.0072,0.9895,0,0.0317,0.0016,0.008,-1
-1,2e-4,0.004,0.40434375,9e-4,0.0235,0.0017,3e-4,0.0023,0.0345,-1,9e-4,0.0018,0.0025,0.4319,0,0.0391,0.0029,0.0022,0.0071
0.0497,0,0.004,0.23388125,0.0014,0.0358,0.0038,1e-4,0.0072,0.0424,0.0409,0,0.0066,0.0039,0.6058,0,0.0609,0.0019,0.0055,-1
0.0174,-1,0,0.4654375,7e-4,-1,0.0092,2e-4,0.0016,0.0415,0.0349,0,-1,0.0043,0.7322,0,0.0286,0.001,0.0052,0.0106
0.0326,0,0,0.49044965,0,0.0233,3e-4,2e-4,7e-4,0.0345,0.0309,0,0.0023,-1,-1,0,0.0294,0.0016,0.0015,0.0114
0.0211,-1,0,0.13527569,0,0.0254,0.0053,3e-4,-1,0.0206,0.0249,-1,9e-4,0.0076,0.4923,0,0.0469,0.0015,8e-4,0.0011
0.0307,0,0.0079,0.16247708,0,0.0249,0.0045,0,0.0022,0.0367,0.0356,0,-1,0.0086,0.4344,0,0.0542,0.0029,0.0068,0.0077
0.053,0,0.0143,-1,-1,-1,0.0057,0,0.003,0.0749,0.0622,0,0.0069,0.0073,0.7663,-1,0.0868,0.0044,0.0097,0.0197
0.0221,0,0.0034,0.41833681,4e-4,0.031,0.0067,4e-4,9e-4,-1,0.0402,0,0.0052,0.0045,0.8346,5e-4,0.0382,0.0017,0.0043,0.0134
0.0335,0.0011,0.0122,0.24840764,3e-4,0.0324,0.0065,1e-4,0,0.0404,0.0302,0,0.0011,-1,0.4555,0,0.0664,0.003,0.0025,0.0111
0.0375,0,0,0.19076285,0,-1,0.0131,5e-4,0.0014,0.0311,0.0347,0,0.0034,0.0071,0.5172,0,0.0592,0.0023,0.0022,0.0063
0.0372,0,0.0182,0.38367743,0.0028,0.0282,0.0105,0,-1,0.0562,0.1083,5e-4,0.01,0.0075,1.0126,0,0.0528,0.0029,0.0076,0.0297
0.0389,0,0.0031,0.64149479,0.001,0.0331,0.0065,4e-4,0.002,0.0341,0.0683,0,0.0068,0.0063,1.0439,0,0.0387,0.0016,0.0062,0.0174
0.0318,-1,0.0152,0.19563924,0,0.025,0.0032,0,7e-4,0.0321,0.0324,0,0.0019,0.0062,0.5599,0,0.0458,-1,0.0021,0.0069
0.0641,8e-4,0,0.34867917,0.0023,0.0405,0.007,0,0.0032,-1,0.0751,0.0014,0.0053,0.0084,1.2464,0,0.0717,0.0038,0.0062,0.0216
0.0603,0,0.0131,0.47775521,0,0.0374,0.0045,7e-4,0.0069,-1,0.0593,0,0.004,0.0043,-1,0,0.0584,0.0026,0.0031,0.0123
0.0714,0.0013,0.0154,0.50292535,0.0013,0.0426,0.0077,0,0.0042,0.0871,0.0676,0,0.0076,0.0058,1.3906,0,0.0958,0.0042,0.009,0.0165
0.0549,0.0019,-1,1.23334375,0.0058,0.0517,0.0136,3e-4,0.0079,0.1054,0.0919,-1,0.0106,0.0128,2.073,1e-4,0.0698,0.0045,0.0097,0.0378
-1,0.001,0,0.26198542,0,0.0266,0.0022,0,0,0.0317,0.036,0,0.0027,0.0065,0.601,0,0.0688,0.003,0.0019,0.0066
0.0562,0,0.0204,0.2162566,0.0026,0.0388,0.0028,2e-4,-1,0.0358,-1,0,0.0022,0.0062,0.5662,0,0.0767,0.0035,0.0021,0.0071
0.0482,0.0013,0.0059,0.12361042,8e-4,0.0426,0.0023,0,0,0.0388,0.033,0.0041,0.0027,0.0053,0.5146,0,0.0626,0.0022,0.0025,0.0105
0.0418,0,0.0073,0.18218576,0.0012,0.0319,-1,9e-4,0,0.0386,0.0382,0,0.0018,0.0044,0.67490000000000006,0,0.0471,9e-4,0.0023,0.0129
0.0335,0,0.0171,0.24077257,0,-1,0.001,2e-4,0.0047,-1,0.0436,0.0022,0.0038,0.0095,0.6572,0,0.0596,0.0027,0.0026,0.0139
0.0408,0,0,0.24886111,1e-4,0.037,0.0019,7e-4,0.0061,-1,0.0357,0,0.0011,0.0083,0.5386,0,-1,0.0035,0.0012,0.0107
0.0394,0,0.0095,0.16106076,8e-4,0.0385,0.0315,4e-4,0.0078,0.0326,0.0322,0,0.0024,0.0057,0.4007,0,0.0622,0.0024,0.0012,0.0039
0.0263,0.0015,0.0317,0.238375,0.002,0.0242,0.003,7e-4,0.0049,0.0345,0.0445,0,0.005,-1,0.9496,0.0022,0.0372,0.0021,0.0027,0.01
0.0584,0.0019,0,0.23627778,0.0025,0.0274,0.0028,-1,0.0063,0.0442,0.0541,0.0012,0.0051,0.008,0.8514,0,0.0842,0.0018,0.0023,-1
0.0592,0.0015,0.0016,0.25340521,0,0.0427,0.0015,6e-4,0.0068,0.0504,0.0406,8e-4,9e-4,0.0105,0.7586,0,-1,0.0039,0.0011,0.0147
0.067,0.0022,0.013,0.23587396,-1,0.0442,0.003,0.0012,-1,0.0568,0.048,0,0.0051,0.0049,0.6159,0,0.1001,0.0048,0.0056,0.0119
0.0245,0,0,0.44609549,0.0024,0.025,0.0085,0,0.0029,-1,0.0301,0,0.0046,0.0075,0.3871,0,0.0359,8e-4,0.0036,0.0051
0.0283,0,0.0223,0.17141458,6e-4,0.0283,0.0032,4e-4,0.0025,0.035,0.0296,0,0.0028,0.0046,0.4591,0,-1,0.0014,0.0018,0.0063
0.041,4e-4,0,0.23087708,-1,-1,-1,1e-4,0.0021,0.0347,0.035,-1,0.0021,0.0038,0.687,0,0.0617,0.0024,0.0015,0.0089
0.0451,0,0.0104,0.25292396,0.0017,0.0324,0.0039,1e-4,0.0088,0.0534,0.0504,0.003,0.0072,0.0071,-1,7e-4,0.0628,0.0037,0.0023,0.0123
-1,0,0.0125,0.34206771,0.0017,0.0248,0.0027,6e-4,0,0.0216,0.0351,0,0,0.0049,0.849,-1,0.0451,0.0011,0.0014,0.0062
-1,6e-4,0.0092,0.19584479,4e-4,0.0331,0.0033,4e-4,0.0043,0.0453,0.0457,0,-1,0.0028,0.6542,0,0.0871,-1,0.0026,0.0117
0.0748,0,0.0164,0.51536319,-1,0.0617,0.0217,0.0016,-1,0.0938,-1,0.0017,0.0086,-1,1.5687,0,0.0856,0.0045,0.0052,0.0279
0.0504,0,0,0.58541354,0.0012,0.0276,0.0098,6e-4,0.0073,0.1355,0.0457,0.0041,0.005,0.0063,1.408,0,0.0433,0.0031,0.0051,0.0256
0.0401,9e-4,0.0018,0.76150069,0.0011,0.0276,0.0057,0.001,0.0045,0.0696,0.0446,0,-1,0.0026,1.0237,-1,0.0426,0.0011,0.0058,0.014
0.0312,0,0.0121,0.27015104,0.0025,-1,0.0208,7e-4,0,0.026,0.0175,0.0025,0.001,0.0049,0.2881,0,0.0462,0.0015,0.0017,-1
0.038,5e-4,0.0195,0.14311042,-1,0.0256,0.009,5e-4,0.0018,0.0233,0.0249,0,9e-4,0.0072,0.3349,0,0.0388,8e-4,0.0011,-1
0.0506,0.0011,0,0.57329514,0.003,0.0241,0.0061,4e-4,0.0059,0.0585,-1,0,0.0025,0.0063,0.5029,0,0.071,0.0041,0.0054,0.0102
0.0352,0,0.0164,0.74502083,7e-4,0.0278,0.0046,6e-4,-1,0.0609,0.0376,0.0017,-1,0.0056,0.7819,0,0.0355,0.0025,0.0078,0.017
0.0279,0,-1,0.75380208,2e-4,0.024,0.0048,2e-4,-1,0.068,0.0628,0,0.0065,0.0065,1.2328,-1,0.0414,0.0036,0.0037,0.0153
-1,5e-4,0.0208,-1,-1,0.0456,0.0095,8e-4,0.0029,0.113,0.0552,0.0047,0.0039,0.0082,0.677,0,0.1224,0.0058,0.0043,0.0177
0.0765,-1,0.0057,0.4040125,0,-1,0.0132,6e-4,-1,0.0923,-1,2e-4,9e-4,0.0015,0.4271,0,0.1164,0.0059,0.0039,-1
0.0261,0.0012,0.0061,0.54499653,-1,0.0203,0.0051,0.001,0.0038,0.0374,0.0279,8e-4,0.0051,0.0032,0.5973,0,0.0258,0.0019,0.0044,0.0093
0.0357,0,0.0013,-1,-1,0.0193,0.0024,1e-4,0.0029,0.0373,0.0279,-1,0.0014,-1,0.7382,0.0012,0.0455,0.0022,0.0028,0.0055
-1,-1,0.0034,0.14779965,0.0017,-1,0.0043,0,0.0027,-1,0.0159,0,6e-4,0.0069,0.6111,-1,0.0419,0.0022,9e-4,0.0025
0.0588,0,0.0041,0.23519514,-1,-1,0.028,7e-4,-1,0.0349,0.0265,0,3e-4,0.0053,0.6406,0,0.0746,0.0029,6e-4,0.0028
0.0279,2e-4,0.0027,0.22478299,0.0011,0.0221,0.0404,-1,0.0011,0.0211,-1,-1,0,-1,0.2521,0,0.039,-1,1e-4,3e-4
0.0604,0,0.0021,-1,0.0037,0.0444,0.0068,2e-4,4e-4,0.0516,0.0429,0,0.0017,0.0048,0.6475,0,0.0822,0.0025,0.0012,0.0087
0.0561,-1,0.0071,0.42619896,8e-4,0.0427,0.0041,1e-4,-1,0.0732,0.0528,0,0.0026,0.0085,0.8393,0,0.069,0.0036,-1,0.0156
0.0431,0,0,0.39570139,0.0017,-1,0.003,-1,0.0031,0.0298,0.0406,4e-4,-1,0.0045,1.08,3e-4,0.0447,9e-4,-1,0.0047
0.0356,0,0.0073,0.29463406,0.0012,0.0229,0.0014,2e-4,0.0021,0.0412,0.0327,0,0.001,5e-4,1.2015,0,0.0607,0.0016,0.002,0.0062
0.0561,0,-1,0.41831076,0.001,0.0293,0.0027,7e-4,0.0045,0.0688,0.034,0.0011,0.0037,0.0082,-1,0.0016,0.0903,0.003,0.0028,0.0095
0.0516,0,0.0014,0.63085278,0.0049,0.0351,0.0059,6e-4,0.0051,0.0675,0.0602,0,0.0028,0.0097,1.7084,0,0.0866,0.0037,0.0059,0.0136
0.1001,9e-4,0,-1,0.0059,-1,0.0138,4e-4,0.0051,0.0742,-1,-1,0.0036,0.0072,3.1317,0,-1,0.0053,0.0079,0.0144
0.0483,0,0.0046,0.81570139,0.002,-1,-1,7e-4,0.0064,0.064,0.0514,0,0.0022,0.0075,1.002,0,0.0679,0.0031,0.0015,0.0084
0.047,0,0.0079,0.41064931,8e-4,0.0311,0.1235,2e-4,0.0057,0.0247,0.0199,0,0.0018,0.0086,0.459,0,0.0349,0.0011,0.0036,0.0041
0.0375,-1,0.0082,0.39637261,0,0.0089,2e-4,0,0.0036,-1,0.0254,0,0.0021,0.0039,0.6039,0,0.0247,8e-4,7e-4,0.0041
0.0356,0.0016,-1,0.18987674,-1,0.0261,0.0103,0,0,0.0285,0.0206,0,0.0028,-1,0.3474,0,0.0458,0.0013,0.002,0.0034
0.0472,6e-4,0.0108,0.302,0.0029,0.0286,0.0054,0,0.0023,0.0446,0.0349,0.0016,-1,-1,1.0267,0,0.0537,0.003,0.0022,0.0111
0.0335,-1,0,0.27370451,0,0.0322,0.0044,4e-4,0.0029,0.0397,0.0268,2e-4,5e-4,0.0024,0.5214,-1,-1,0.0026,0.0014,0.0155
0.0342,6e-4,0,0.33032292,0.001,0.0344,0.006,0,0.0021,0.0483,0.0326,4e-4,0.0017,0.004,0.4912,0,0.06,0.0027,0.0023,0.0085
0.0577,0,0.0132,0.42352257,-1,0.0287,0.0038,0,0.0034,0.0428,0.0471,-1,-1,0.0025,2.3126,0,0.045,-1,0.003,0.0165
0.0465,0,-1,0.43067812,-1,0.0412,0.0037,0,0.0048,0.0624,0.0338,9e-4,0.0018,0.0019,0.6287,0,0.0823,0.0042,0.001,0.0186
0.0308,0,0.0016,0.28944028,-1,0.0182,0.0011,1e-4,5e-4,0.0311,0.0215,0,3e-4,0.0033,0.6285,0,0.0307,0.0013,0.0011,0.0036
0.0256,0,-1,0.26709931,0.001,0.0129,0.0023,-1,-1,0.038,0.0358,0,-1,0.0057,1.005,0,0.0357,0.0015,0.0011,-1
0.0455,9e-4,-1,0.46829861,0,0.022,0.003,0,0.0037,-1,0.0338,0,0.0031,0.0084,0.9666,0,-1,0.0025,0.0026,0.0119
