Al,As,Ba,bc,Br,Ca,Cl,Cr,Cu,Fe,K,Mn,Ni,Pb,S,Se,Si,Ti,V,Zn
0.0483,5e-4,0.0094,0.7780434,-1,0.0259,0.0014,1e-4,0.0039,0.0665,0.0222,0,0.0015,0.0011,0.4577,0.0014,0.0697,-1,0.002,0.0109
0.0376,0,0.0039,0.58365278,0,0.017,5e-4,-1,0.0025,0.0418,-1,-1,-1,0.0024,0.9018,0,0.0615,-1,0.0017,0.0062
0.0655,0.0014,0.0053,0.75388889,2e-4,0.0178,3e-4,6e-4,0.0026,0.0511,0.0312,0,0.0037,0.0078,4.0178,0,0.0344,0.0029,0.0048,0.0077
0.0757,0,0.004,0.87322569,0.0016,0.024,0.0024,5e-4,0.0038,0.0666,0.0487,0,0.0032,0.0113,4.3854,0.0018,0.0691,0.003,0.0061,0.01
0.0884,0.0023,0.0077,0.63818576,0,0.0269,1e-4,-1,0.0035,0.0617,0.0457,2e-4,-1,0.0043,2.8055,0,0.0938,0.0021,0.0038,-1
0.0226,7e-4,0,0.51915556,0,0.0189,0.0012,3e-4,0.0014,-1,0.0123,0,0.0011,0.0022,0.6483,0,0.0326,-1,0.0022,0.0023
0.0349,0,0.017,0.69967014,0,0.0164,0.0014,0,0,0.0413,0.0147,0,5e-4,0.0031,0.5192,0,0.0368,0.0011,-1,0.0042
-1,0,0.0042,-1,7e-4,0.0238,8e-4,1e-4,0,0.0546,0.0196,9e-4,9e-4,0.0031,0.2676,-1,0.0491,0.0027,0.0021,-1
0.0422,3e-4,0.0086,0.57304861,0.0014,0.0202,0.0014,1e-4,0.0074,-1,0.0308,0,0.0021,-1,1.2762,0,0.0382,0.003,0.0024,0.005
0.0223,-1,3e-4,0.55010799,-1,0.0168,0.0018,0,-1,0.0284,0.0225,0,-1,0.0019,0.9949,0,-1,0.0014,0.002,0.0032
0.0118,0,0,0.13992847,0.0024,0.0135,0.0726,4e-4,0.0038,0.0319,-1,0,0.0011,-1,0.1793,0,0.0043,0.0012,0.0022,0
0.0295,9e-4,0.0149,0.34369792,0,0.0143,6e-4,1e-4,0.0028,0.0414,0.028,0,-1,0.0038,0.3939,-1,0.0262,0.0013,0.0016,0.0021
0.0553,0.0011,5e-4,0.6318941,0,0.0472,0.0018,0,0.0054,0.1019,0.0415,0,0.0058,0.005,0.4662,0,0.0847,0.0038,0.0099,0.0096
0.0433,4e-4,0.0117,0.80655278,0,0.014,0.002,-1,8e-4,0.0519,0.0243,0,9e-4,0.0058,1.0532,0,0.0332,0.0019,0.0022,0.0071
0.0583,0,6e-4,0.96164826,0.0023,0.0362,-1,2e-4,-1,0.0644,0.029,-1,9e-4,0.0051,1.3915,0,0.0523,0.0027,0.0029,0.012
0.0307,6e-4,0,0.65091285,0,0.0186,0.0013,6e-4,-1,0.0536,0.0153,1e-4,0.0011,0.0076,0.1493,0,0.0347,0.0012,9e-4,0.0038
0.0352,5e-4,2e-4,0.65990972,0.0017,0.0216,0.002,7e-4,0.0036,0.0585,0.0179,0,0.0014,0.0078,-1,0,0.0703,0.0031,0.0028,-1
0.0436,0,0.0111,1.27325694,0.0016,0.0303,0.0013,7e-4,0.0041,0.0962,0.0147,0.0021,0.0032,0.0062,1.6788,0,0.033,0.0052,0.0024,0.0123
0.0486,7e-4,0,1.36745312,0,0.024,0.001,0.0014,0.0016,0.0889,0.0254,0,0.0025,0.0026,0.8332,0,-1,0.0057,0.0025,-1
0.0669,-1,0.016,-1,0,0.0232,0.0017,4e-4,0.0031,0.0725,0.0391,0.0038,0.0044,0.0091,2.1328,0.003,0.062,0.0033,0.0032,0.013
0.0363,0.0012,0.0098,0.62672847,-1,0.0209,0.0013,0,0.0016,0.0863,-1,0,9e-4,0.0089,0.934,-1,0.0467,0.0021,0.0016,0.0062
0.0505,0.001,0.037,-1,4e-4,0.041,0.0032,1e-4,0.0039,0.1072,0.0306,-1,-1,0.0067,1.6822,8e-4,0.0731,-1,0.0065,0.0127
0.0525,0,0.0101,-1,0.0025,0.0565,0.0066,-1,0.0048,-1,0.0369,0.0017,0.0113,-1,-1,0,0.1637,0.0052,0.0109,0.0294
0.0228,0,0.0057,0.50259132,-1,0.0282,0.0031,2e-4,0.001,0.0565,0.0201,0,-1,0.0014,0.3761,9e-4,0.033,0.0025,0.005,-1
0.0295,0.0037,0.0059,1.11980556,0,0.0238,0.0012,3e-4,0.004,0.0974,0.0231,0,0.0026,0.0114,0.6836,0.0021,0.0612,0.0046,0.0031,0.0116
0.0353,8e-4,0.0196,1.26698437,0,0.0278,0.0021,0.0011,0.0018,0.0926,0.0234,0,0.0027,0.0061,1.0453,0,0.0596,0.0035,-1,-1
0.0189,4e-4,0,0.82425174,0.0013,0.0102,0.0011,7e-4,2e-4,0.0366,0.0178,5e-4,0.0022,0.007,1.6496,0.0022,0.0156,0.0018,0.0035,0.006
0.0273,0,0.0021,0.38456146,0,0.015,0.0024,0,0.003,0.0636,0.0191,0,-1,0.0044,0.4968,0,0.0384,0.0015,0.0047,0.0051
0.0274,0,0.0031,0.75931424,0.0014,0.0161,0.0011,0,0.0043,0.0446,0.0181,0.0017,0.0021,0.0055,0.9595,0,0.0474,0.0017,-1,0.0084
0.0296,0.0013,0.0073,0.33810069,0,0.029,0.0014,5e-4,0.0044,0.0603,0.0197,-1,0.0027,0.0052,0.5983,0,-1,0.0037,0.003,-1
0.0337,0.0013,0.0116,0.69522674,0.0012,-1,8e-4,3e-4,6e-4,0.0584,0.0191,0,-1,0.007,0.5949,0,0.0483,-1,0.0024,0.0092
0.0654,0.002,0.0213,1.13676042,-1,0.046,0.0044,9e-4,0.0043,0.1419,0.045,0.0019,0.0024,0.0124,1.3035,0,0.1201,0.0047,0.0045,0.0253
0.0723,-1,0.005,-1,0,0.0649,0.0018,0.0012,0.0051,0.1069,0.0426,0.0015,0.0045,0.0115,2.2185,0,0.0925,0.005,0.0071,0.0218
0.0643,0,0.0111,0.694375,0,-1,0.0022,5e-4,0.0043,0.0457,0.0317,0,0.0018,-1,1.4533,0,0.077,0.0015,0.0039,0.0104
0.0189,5e-4,0,0.33187674,0,0.0088,0.001,2e-4,0,0.0264,0.0149,0,3e-4,0.0129,0.4822,8e-4,0.0315,0.0018,0.0012,0.0016
0.0198,0,0.008,0.21826736,2e-4,0.0162,-1,5e-4,0.0023,0.0237,0.0114,0,0,8e-4,0.2861,0,0.0326,0.0016,7e-4,0.0098
0.0344,0,0.0188,0.28648611,0,0.0231,-1,6e-4,8e-4,0.0366,0.0203,0,6e-4,0.0095,0.4847,0,0.059,0.0031,-1,0.0122
0.0784,0.0014,0.0018,0.75929931,0,0.0434,0.0043,-1,0.0074,0.157,0.039,-1,0.0031,0.0023,0.483,0,-1,0.0066,0.0059,0.0134
0.0248,0,0.0112,1.9409809,-1,0.0373,0.0031,0,0.0035,-1,0.025,0,-1,0.0064,0.6655,0,0.0548,-1,0.0094,0.0187
0.0449,0,0.0133,0.94966319,0,0.0142,0.0016,0,0.0018,0.0479,0.0144,3e-4,0.0016,0.0024,0.8623,0,-1,0.0015,0.0054,0.0057
0.0933,9e-4,0.0024,0.64221354,0,-1,5e-4,4e-4,0.0016,0.0612,0.04,0,3e-4,0.0046,1.1025,0,0.1793,0.0027,0.0017,0.0053
0.0319,0,0.0044,0.28265521,6e-4,0.0139,-1,0,0.0031,0.0388,0.0294,0,-1,-1,1.005,0,0.0415,0.0026,1e-4,-1
0.042,0,0,0.35745063,0,0.0249,0.0011,0,0.0044,0.0518,0.0165,0,0.0028,0.0046,0.513,0,0.033,0.0023,0.0034,0.0066
0.0199,0,0.0118,0.53119076,7e-4,0.0514,0.0128,-1,0.0022,0.0703,0.0263,0.003,0.0047,0.0014,0.6039,-1,0.036,0.002,0.0072,0.0309
0.0178,-1,-1,0.65589493,9e-4,0.0301,0.005,0.0014,0.0026,0.0619,0.026,0.003,-1,0.0095,0.412,0,0.0371,0.002,0.0043,0.0133
0.0281,0,0.0106,0.43513194,8e-4,0.0246,0.0653,-1,1e-4,0.0397,0.0266,-1,9e-4,0.0044,0.3714,0,0.0338,0.0028,0.0014,0.0089
0.0259,0.0014,0.0274,0.26789236,-1,-1,0.0618,4e-4,0.0061,0.0315,0.0275,0,3e-4,0.0056,0.5369,0,0.0367,0.0027,0.0041,0.0068
0.0255,6e-4,0.0118,0.282875,0,0.0205,0.0072,0,0.0019,0.0237,-1,0,0.0017,0.003,1.0322,0,0.0148,2e-4,0.0037,0.0055
0.0218,0.0017,-1,0.77706424,0.0017,0.0355,0.0081,5e-4,0.0041,0.1031,0.049,0,0.0015,-1,1.1859,0,0.0547,0.0078,0.005,-1
0.0467,0.0016,-1,-1,-1,0.0355,8e-4,6e-4,7e-4,0.0961,0.0553,-1,0.0024,0.006,0.766,6e-4,0.0646,0.0085,0.0039,0.0162
-1,0,0,0.53329687,0,0.0463,0.0023,0,0.0104,0.1203,0.0398,-1,0.0033,0.0041,0.4706,0,0.1101,0.0039,0.0041,0.0133
0.0544,0.0023,0.0129,0.91023333,0.0035,-1,0.0098,-1,0.0074,0.1421,0.0605,0,0.0045,0.0126,1.1173,0,0.0944,0.0081,0.0076,-1
0.0337,-1,0,1.48509375,8e-4,0.016,0.0023,4e-4,0.0012,0.0349,0.0285,0,0.0022,0.0049,1.5265,0,0.0142,0.0024,0.0044,0.0071
0.0238,0,0.006,0.41332867,0.0022,0.0162,-1,-1,1e-4,-1,-1,0,0.001,-1,0.8045,0,-1,0.0011,3e-4,0.0028
0.0583,4e-4,0.0194,0.31034896,0.0012,0.053,-1,6e-4,0.0061,0.0583,-1,0.0021,0.0044,0.008,0.5351,0,0.1999,0.004,0.0052,0.0399
0.0275,0.0012,4e-4,0.7376969,0,0.0291,0.0024,6e-4,0.008,0.0487,0.0155,0,0.0033,0.003,0.422,0,0.0364,-1,0.0025,-1
0.0348,-1,0.0129,0.27966273,-1,0.032,5e-4,2e-4,0.0027,0.0375,0.0162,0,0.0015,0.0047,0.4482,0,0.0381,0.0017,0.0019,0.0063
0.0277,0,0.0033,0.64288889,0,0.0255,-1,3e-4,0.0043,0.0467,0.022,0,0.0022,0.0035,0.502,-1,-1,0.003,0.003,0.0081
0.0211,0,0.0186,0.23623715,0,0.0159,3e-4,1e-4,0,-1,0.023,0,2e-4,0.0019,0.3612,0,0.0362,0.0021,6e-4,0.0013
0.0596,0,0.0234,0.39351042,0.0013,0.0433,0.0037,4e-4,0.0011,0.0708,-1,0,0.0031,0.0061,0.8629,5e-4,0.1009,0.0034,-1,-1
-1,0.0012,0.0277,0.44246736,1e-4,0.0342,0.0018,0.0013,0.0042,0.051,0.0591,-1,0.0012,0.0089,0.8967,0,0.0645,0.0024,0.0019,0.0139
0.0249,0,0,0.34611944,0,0.0343,5e-4,4e-4,0,0.0366,0.0165,2e-4,-1,0.0024,0.328,0,0.0505,0.0011,0.0016,0.0045
0.0578,0,0.0065,0.51994167,0,0.0336,0.0019,1e-4,0.0037,0.069,0.0337,0,0.0029,0.0072,0.6142,0,0.0673,0.0044,0.005,0.0148
0.0517,-1,0,0.52666493,0,0.0377,0.0048,1e-4,0.0021,0.0657,0.0422,5e-4,0.0051,0.0059,0.9158,0,-1,0.0023,0.005,0.0113
0.0345,0,0.0108,0.59562118,0,0.0289,0.0019,0,0.001,0.0406,0.0347,0,0.0073,0.0055,0.5636,0,0.0434,9e-4,0.0085,0.0129
0.0251,-1,0.0143,0.29170729,2e-4,0.0279,0.0042,2e-4,0.0032,0.0342,0.0379,0.0017,0.0043,0.0043,0.601,0,0.0314,0.0012,0.0067,0.011
0.0311,0,0,0.48542361,-1,0.0207,0.0024,6e-4,0.0028,0.0415,0.0475,1e-4,0.0013,-1,-1,0,0.0402,0.0018,-1,0.0092
0.0633,0,0.0111,1.08970069,0.0013,0.0758,0.0064,0,0.0049,0.1159,0.0587,0,0.0033,0.0036,1.0032,0.0019,0.1174,0.0045,0.006,0.0221
0.0724,0.0015,0.002,-1,0.0044,0.1017,0.0163,7e-4,0.0086,0.1972,0.1038,0.0016,0.0119,0.0113,1.6112,0,0.111,0.0077,0.0152,0.0429
0.0793,0.0027,0.0024,1.93033646,0.0032,0.0573,0.0063,9e-4,0.0062,0.1799,0.0978,0.0015,0.0063,0.0118,1.4737,0.0014,0.1694,0.0078,0.0096,0.031
0.0809,0,0.0095,1.44668819,9e-4,0.0449,0.0094,-1,0.0062,-1,0.0682,0.0029,0.0041,0.0079,1.367,2e-4,0.1266,0.0059,0.0068,0.0278
0.0379,0.0011,0.006,0.89108854,0,0.0414,0.0016,0,0.0054,0.0662,0.0494,0,0.0035,0.0027,0.8704,0,0.0607,-1,0.0067,-1
0.0269,7e-4,0,0.53435972,6e-4,-1,0.0025,4e-4,0,-1,0.0349,0,9e-4,0.0054,-1,0,0.0363,0.003,-1,0.0108
0.0236,0.001,0.0067,0.35866319,0,0.0087,0.003,4e-4,0.0014,0.0254,0.0293,0,3e-4,0.0057,1.1163,0,0.0148,-1,0.0025,0.0097
-1,0.0017,0.0214,0.80267465,0.001,0.0388,0.0029,3e-4,0.0058,0.1475,0.0527,0,0.0029,0.0086,1.3531,0,0.0776,0.0067,0.0035,0.0191
0.0432,0,0.0104,1.71725868,0.0016,0.0474,0.0043,7e-4,0.002,0.1282,0.0428,-1,0.004,0.007,0.9977,0,0.0713,0.004,0.0057,0.0186
0.0233,0,0.0085,0.94141493,-1,0.0337,0.0023,0.001,0.0039,0.0599,0.0306,0,0.0015,0.007,0.6886,0,0.0299,0.0013,-1,0.0081
0.0271,0,0.0068,0.19416042,2e-4,0.0098,0.0013,3e-4,-1,0.0106,0.0151,0,9e-4,0.0047,0.3846,0,0.0173,-1,7e-4,0.0023
0.039,0.0016,0.0135,0.36412708,0,0.0195,0.002,3e-4,0.0032,0.0485,0.049,-1,0.0019,0.0059,0.9548,0,0.0355,-1,-1,0.0123
0.0209,0.0016,0,0.58977431,0.0018,0.022,0.0042,3e-4,0.0024,0.0455,0.0292,5e-4,0.002,0.006,0.6268,-1,0.0333,0.0021,0.0024,0.0099
-1,4e-4,0.0069,-1,0,0.022,0.2505,3e-4,0.0027,0.0232,0.0196,0,0.0015,0.0031,0.4504,0,0.019,-1,0.0019,0.0016
0.0555,5e-4,0.0035,0.37606076,0,0.0388,0.0017,-1,0.0028,0.0671,0.0303,0,0.009,0.0066,0.9364,0,0.0616,-1,0.0075,-1
0.047,0.0011,-1,0.83420833,0,0.0289,0.0056,0.001,6e-4,0.0991,0.0346,0,-1,0.003,0.7753,0,-1,0.0056,0.0049,0.0127
0.0239,0,0.0102,0.2697,0,-1,1e-4,8e-4,0,0.0235,0.0134,0,0,0.0037,-1,0,0.0462,0.0016,0.001,0.0058
0.0277,4e-4,0.0092,1.00421597,0,0.0251,-1,6e-4,-1,0.0442,-1,2e-4,0.0026,-1,0.9503,0,0.0441,0.0036,0.0022,0.0095
-1,3e-4,-1,0.40103993,0,0.0262,0.0021,6e-4,0.0026,0.0537,-1,0,0.004,0.008,0.8693,0,0.0605,0.0021,0.0037,0.013
0.0293,0.0015,0,0.28213576,8e-4,0.0193,0.0011,8e-4,0.0036,0.0406,0.0241,-1,0.0052,-1,0.6428,-1,-1,0.0021,0.0054,0.006
0.0445,0,0.001,0.72729062,-1,-1,0.0053,0.001,-1,0.0945,0.0339,0.0012,0.0088,0.0066,0.6417,0,-1,0.0036,0.0081,0.0188
0.0237,0.0015,-1,0.39091319,0,0.0125,6e-4,-1,0.0016,0.024,-1,-1,8e-4,0.0048,0.9511,0,0.0249,0.0021,-1,0.0047
0.0456,-1,0.0035,-1,0.0012,0.0278,0.0023,0,0.0027,0.0805,-1,0,0.0027,0.0095,1.0907,0,-1,0.0027,0.0031,0.01
0.0448,-1,0,0.52196528,0.0012,0.0167,0.0018,0,0.0029,0.0283,0.0069,0,0.0108,0.003,0.4452,0,0.031,0.0013,0.0064,0.0052
0.0266,0.0015,0.0024,0.84836806,-1,0.0141,0.0022,0.0012,0.0024,0.047,0.0214,0,0.0036,0.0024,1.2175,0,0.0148,0.0021,0.0041,0.0084
0.023,3e-4,0,0.35565833,0,0.0122,0.001,0,0,0.0384,0.0247,0,0.0039,0.0041,0.8648,0,-1,0.003,0.0041,0.0092
0.0306,0,0,0.61829167,0,0.0156,5e-4,-1,0,0.0399,0.0209,0,0.0036,0.0023,0.808,0,0.0516,-1,0.0023,0.007
0.0271,0,0,0.30037708,0,0.0247,0.0017,4e-4,0.0035,0.0236,-1,0,6e-4,0.0028,0.402,-1,0.0293,8e-4,-1,0.0083
0.0701,2e-4,0.0017,0.36337153,0.0018,0.0278,0.0025,9e-4,0.005,0.0665,0.0593,0.0012,0.0036,0.0097,0.7652,0,0.1173,0.0032,0.0039,0.0135
0.0657,0,0.0276,0.81953472,0.001,0.0472,0.0032,0.0014,0.0052,0.0974,0.0535,0.0013,0.0065,0.0085,1.1389,0,0.1141,0.005,0.0059,0.0251
0.0223,0,0.0218,0.4852644,0,0.0262,8e-4,5e-4,0.0012,0.0374,0.0282,-1,0.0039,0.0047,0.6653,0,0.0565,0.0022,0.0044,0.0041
0.0509,0.0011,0,0.71878905,0.0031,0.0328,0.0061,4e-4,0.0035,0.0973,0.072,0,0.0078,-1,1.0748,0,0.0587,0.0036,0.0067,0.0155
0.034,0,-1,0.84206424,-1,0.0193,0.0064,6e-4,9e-4,-1,0.0548,0,0.0037,0.0045,1.0382,0,0.0356,0.001,0.0033,0.0118
0.022,-1,0.0163,0.43835312,6e-4,0.0295,0.0073,0.0011,0.0013,0.0236,0.0354,6e-4,-1,0.006,0.4957,0,0.038,8e-4,-1,0.0052
0.0454,0.0011,0.0183,0.60876215,0.0014,0.0438,0.0084,1e-4,-1,0.0819,0.0674,7e-4,0.0082,-1,1.2781,0,0.062,0.0027,0.0084,0.0244
0.0501,0.0016,0.0162,1.35655903,0.0075,0.0419,0.0103,5e-4,0.0026,0.0876,0.0746,0.001,0.0063,0.0062,1.1881,0.0017,0.0835,0.0029,0.0071,0.0184
0.0082,7e-4,0.012,0.39228993,0,0.0191,0.1252,7e-4,0,0.0206,-1,0,0,0.0055,0.4228,0,0.0173,0.0011,0.001,0.002
0.0286,0,0,0.27278611,0,0.0258,0.001,1e-4,0,0.0281,-1,-1,0.0067,0.0032,0.6506,-1,0.0313,7e-4,0.0065,0.0059
0.0431,0,0.0252,0.30886875,3e-4,0.0242,0.0073,-1,0.0056,0.0202,0.0563,0,0.0045,0.0058,0.5177,0,0.0463,0.0017,-1,0.012
0.0422,0,0,0.29170104,0,0.0182,0.0076,5e-4,0.0017,0.0187,0.0303,0,0.0017,0.0053,0.5703,0,0.1422,0.0025,0.002,0.0381
-1,0.0015,-1,0.48101632,0.0015,0.0264,0.0031,5e-4,0.0022,0.0463,0.047,-1,0.005,0.0085,0.8494,0,0.1227,0.0032,0.0029,0.0259
-1,0.001,0.0058,-1,0.0031,0.0287,0.0032,2e-4,0.0054,0.0747,-1,0,0.0046,-1,1.7741,0,0.0468,0.002,0.007,0.0193
0.0452,9e-4,0.0119,0.59752257,8e-4,0.0224,0.0032,0,0.0031,0.0409,0.0717,0,-1,0.0059,1.9353,0,0.0359,-1,0.0052,0.0113
0.0376,9e-4,0,0.43588194,0,0.0217,0.0021,8e-4,0.0017,0.0314,0.03,0,0.0055,0.0031,0.7953,0,0.064,-1,0.004,0.0076
0.0148,0,0.0022,0.24889965,0.0012,0.0181,0.0051,5e-4,0,0.0253,0.0269,0,0.0026,0.0025,-1,0,0.0229,0.0019,0.0027,0.0029
0.0337,-1,0.0146,0.84766493,4e-4,0.017,-1,4e-4,0.0052,0.0784,-1,5e-4,0.0047,0.0034,1.1751,0,0.0277,0.0021,0.0045,0.0091
0.0413,0,0.0119,0.87699236,0.0038,0.0259,0.0027,4e-4,0.005,0.0883,0.0325,0,0.0035,0.0048,1.002,0,0.041,0.0041,-1,0.0113
-1,0,0.0093,0.51256528,0.0015,-1,-1,0.0021,9e-4,-1,0.0339,0,-1,-1,0.9124,0,0.0312,0.0019,0.0063,0.0113
0.0231,7e-4,0.0129,0.63659375,0,0.0156,5e-4,4e-4,0.0025,-1,0.0271,0,-1,0.0055,0.6542,0,0.0275,0.001,0.0039,0.0049
0.0323,0.001,0.0041,0.65129201,6e-4,0.0224,0.0032,3e-4,0.0027,0.0701,0.0469,2e-4,0.0058,0.0038,1.0516,0,0.0588,0.0023,0.0054,0.0101
0.0151,0,0.0181,0.85994861,0.0017,0.0204,0.0033,7e-4,0.0028,0.0317,0.0658,0,0.0102,-1,-1,0,0.0245,0.002,0.0081,0.0167
0.04,0,0,0.7730875,0.0015,0.0239,0.0075,0,0.0062,0.049,0.0706,0,0.0113,0.0111,1.7765,0,0.0251,0.0012,0.0116,0.0153
0.0394,8e-4,0.0043,0.67375521,0.0012,0.0235,0.0029,0.0015,0.0054,0.0446,0.03,0,0.0028,0.0066,1.8308,0,0.1156,-1,0.0025,0.0239
-1,0,0.0076,0.40141319,6e-4,0.0265,0.0019,2e-4,0.0016,0.0651,-1,0,-1,0.0049,-1,0,0.0691,0.0029,0.0022,0.0081
0.0294,6e-4,0.011,0.52895764,0,0.0195,0.0019,1e-4,-1,0.0284,0.0231,0,0.0133,0.0034,0.9527,0,0.031,7e-4,0.0083,0.0057
0.034,0,0,1.1583316,0.0021,0.0282,0.0128,0.001,-1,0.0735,0.0427,0,0.0028,0.0074,1.4867,0,0.0245,0.0022,0.0043,0.0258
-1,-1,8e-4,0.29820278,0,0.02,0,8e-4,-1,0.0308,-1,0.0011,0.0029,-1,0.3745,-1,0.0294,0.0014,-1,0.0048
0.0396,-1,0.0173,0.25936389,0,-1,9e-4,6e-4,0.0025,0.0881,0.0476,0.0021,0.0045,0.005,0.7616,2e-4,0.0883,0.0037,0.0041,0.0099
0.0429,-1,0.023,-1,0.0014,0.022,0.0011,4e-4,0.0034,0.032,0.0458,0,0.0095,0.0106,-1,0,0.0429,0.0026,-1,-1
0.0208,9e-4,-1,0.26243437,0,0.0229,0.0029,0,0.0017,0.0228,0.0361,0,0.0023,-1,0.7089,0,0.0302,0.0011,0.0016,0.0099
-1,0.0011,0.0034,0.23859201,0.0022,0.0356,0.0789,2e-4,0,0.0378,0.0433,3e-4,0.0062,-1,0.7708,0,0.0626,0.0021,0.005,0.0174
0.0384,0,0.0191,0.76093229,-1,0.0304,-1,6e-4,0.0039,0.0636,0.0569,-1,0.0058,0.0093,-1,0,0.0552,0.0023,0.0078,0.0164
0.0456,0.0011,0,0.7022625,0,0.0268,0.0041,6e-4,0.0065,0.0335,0.0436,0,-1,0.0041,0.8252,-1,0.0265,0.0016,0.0038,0.0162
0.0469,0,0,0.35891632,0,0.0307,0.0356,5e-4,7e-4,0.0476,0.0401,0,0.0061,0.0061,0.7631,0,0.0701,0.0039,-1,0.0087
0.046,0.001,0,0.86482431,2e-4,0.0438,0.0066,1e-4,0,0.0582,0.0436,0,0.0127,-1,-1,0,0.0812,0.0046,-1,-1
0.0313,-1,-1,0.29253174,-1,0.0118,0.0012,3e-4,0.0029,0.0139,0.0265,0,0.0016,-1,-1,0,0.0408,0.0014,0.0023,0.0083
0.0334,0,0.0017,-1,0,0.0169,0.0015,-1,6e-4,0.0235,0.0395,0,0.0044,0.0047,1.0153,0.0017,0.0337,0.0011,0.0039,-1
0.0214,0.0013,0,0.61588194,-1,0.0241,0.0022,3e-4,0.0027,0.0283,0.0238,0,0.0023,0.0061,0.5651,0,0.03,0.002,0.0037,0.0097
-1,0,0.0015,0.84691667,0.0013,0.0253,0.002,1e-4,0,0.0255,-1,-1,0.0047,0.0041,0.6729,0,0.0167,0.0025,0.0051,0.0122
0.0205,0,0.0157,0.39650139,-1,0.0146,0.0045,2e-4,0.0015,0.0283,0.0348,0,0.0026,0.0077,0.4877,7e-4,0.0167,0.0018,0.004,0.0077
0.0251,-1,0.0229,0.49369028,0.0012,0.0205,-1,0,0.003,0.0446,0.0461,0,-1,0.0034,0.9043,0,0.0288,0.0014,-1,-1
0.0497,-1,0.0103,0.92510521,2e-4,0.0299,0.0062,0,0.0042,0.0635,0.0675,0,0.0105,0.0088,0.8661,-1,0.0572,0.0038,0.0074,0.0153
0.0466,0,0.0067,0.56265972,0.0015,-1,0.0046,8e-4,0.0046,0.047,0.0554,1e-4,0.0104,0.0058,0.836,0,0.0263,0.0023,0.0083,0.0126
0.0661,4e-4,0,0.70638368,0,0.0447,0.0109,0,0.0031,0.1052,0.0507,0,0.0117,0.0014,-1,0,0.0494,-1,0.0107,0.0226
0.0436,0.0025,0.0151,1.46200694,0.0011,0.0642,0.0135,6e-4,0.005,0.1465,0.0731,7e-4,0.0206,0.0114,1.8063,0,0.0671,-1,0.0176,0.0289
0.0598,0,0.0167,1.5055625,0.0013,0.0578,0.0074,0,0.0038,0.0869,0.0823,0.0021,0.0159,0.0091,1.087,0,-1,-1,0.0139,0.0227
0.0345,0,0.0012,-1,4e-4,0.0389,0.006,0,0.0032,0.0511,0.0406,0,0.0059,0.0022,0.8994,0,0.0307,0.0024,-1,0.0148
0.0388,0.0014,0,-1,0.002,0.0335,0.0044,6e-4,0.0047,0.0518,0.066,0,0.0185,0.006,1.2249,0,0.0355,0.0025,0.0135,0.0186
0.0385,-1,0.0038,0.75049653,0,0.04,0.0068,4e-4,0.0045,0.0994,-1,2e-4,0.0084,0.004,1.2222,0,0.0491,0.0044,0.009,0.016
0.1304,3e-4,0.0138,1.15001389,0,-1,0.0116,4e-4,0.0092,0.2159,0.0587,0.0022,0.0127,0.0047,0.8883,0.0015,0.1966,0.0079,0.0092,0.0214
0.0369,-1,0.01,1.33782847,0.0022,0.038,0.0062,0.001,0.0039,0.1049,0.0552,0,-1,0.01,1.4656,0,0.0697,0.0052,0.0061,0.0179
0.0334,0,0.0011,0.35419861,8e-4,0.0173,0.004,-1,0.0066,0.0398,0.0408,0,0.004,0.0069,1.1082,0,-1,0.0027,0.0035,0.0084
0.0445,0,1e-4,0.31780312,0,0.0271,0.0032,0,0.0021,0.1079,-1,0.0021,0.0092,0.0027,0.8796,9e-4,0.0618,0.0039,0.0083,0.0086
0.0377,0,-1,0.52328854,0,0.0211,0.0027,3e-4,0.0028,0.0525,0.0289,0,0.0027,0.0077,0.6881,0,0.0459,0.0021,0.0029,0.0073
0.0501,0,0.0114,0.51900625,0,0.0311,0.0048,-1,0.0094,-1,0.0332,0.005,-1,0.006,-1,0,0.0817,0.0045,0.0063,-1
0.05,0,0,0.57457049,0.0022,0.0224,0.0011,-1,0.0023,0.0431,0.0237,0,0.0023,-1,0.9808,0,0.0531,0.0019,0.0032,0.0059
-1,0,0,0.3043,0,0.0275,9e-4,9e-4,0.0063,0.0488,0.033,2e-4,0.0014,0.0048,0.5637,0,0.1098,0.0043,0.0022,0.0074
0.044,3e-4,0.0041,0.42602882,0,0.0234,0.0013,9e-4,0.0048,0.0298,0.0293,0,8e-4,0.0012,0.5815,0,0.0605,0.0028,0.0014,0.0047
0.054,9e-4,0,0.2497625,0,-1,7e-4,-1,0,0.046,0.0426,0,0.0039,0.0069,0.5876,0,0.0851,0.0018,0.0021,-1
0.0347,0,0.0094,0.20169479,0,0.0199,0.0019,0,0.0045,0.0325,0.0227,0,0.0041,0.0023,0.3386,0,0.0331,0.0018,0.0047,0.0031
0.0362,0,0,0.48431424,0,0.0248,0.0029,0,0.0038,0.0201,0.0257,0,0.0088,0.0014,0.5852,0,0.0293,0.0021,0.0085,0.0072
0.0281,0.0014,0,0.66925521,0.0032,0.0307,-1,0,7e-4,0.0447,0.0411,0,0.0061,0.0048,1.4921,0,-1,0.0025,0.0087,0.0139
0.0437,-1,2e-4,0.43952049,0,0.0227,0.0029,7e-4,0.004,0.0381,0.0268,0,0.0026,0.0021,0.6728,0,0.0564,0.0018,0.0039,0.006
